รหัสทางแยก,ชื่อทางแยกและทิศทาง,Edge_ขาเข้า,วินาทีเริ่มต้น,วินาทีสิ้นสุด,ช่วงเวลา,ประเภทรถ,ปริมาณรถ(คัน/ชม.),แหล่งที่มา
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถจักรยานยนต์,1.101,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถตุ๊กตุ๊ก_สามล้อ,0.036,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถยนต์นั่งส่วนบุคคล,1.652,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถแท็กซี่,0.367,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถตู้,0.11,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดเล็ก,0.074,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดใหญ่,0.11,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก4ล้อ,0.146,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก6ล้อ,0.036,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก10ล้อขึ้นไป,0.011,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถพ่วง_รถกึ่งพ่วง,0.011,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,25200,32400,เร่งด่วนเช้า,รถจักรยาน,0.035,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,25200,32400,เร่งด่วนเช้า,รถจักรยานยนต์,2.577,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,25200,32400,เร่งด่วนเช้า,รถตุ๊กตุ๊ก_สามล้อ,0.059,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,25200,32400,เร่งด่วนเช้า,รถยนต์นั่งส่วนบุคคล,4.217,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,25200,32400,เร่งด่วนเช้า,รถแท็กซี่,0.937,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,25200,32400,เร่งด่วนเช้า,รถตู้,0.176,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดเล็ก,0.117,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดใหญ่,0.176,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก4ล้อ,0.211,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก6ล้อ,0.059,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก10ล้อขึ้นไป,0.023,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,25200,32400,เร่งด่วนเช้า,รถพ่วง_รถกึ่งพ่วง,0.023,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยาน,0.006,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยานยนต์,0.351,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,32400,54000,นอกเวลาเร่งด่วน,รถตุ๊กตุ๊ก_สามล้อ,0.012,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,32400,54000,นอกเวลาเร่งด่วน,รถยนต์นั่งส่วนบุคคล,0.703,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,32400,54000,นอกเวลาเร่งด่วน,รถแท็กซี่,0.234,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,32400,54000,นอกเวลาเร่งด่วน,รถตู้,0.035,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดเล็ก,0.023,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดใหญ่,0.035,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก4ล้อ,0.035,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก6ล้อ,0.012,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก10ล้อขึ้นไป,0.006,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,32400,54000,นอกเวลาเร่งด่วน,รถพ่วง_รถกึ่งพ่วง,0.004,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,54000,64800,เร่งด่วนเย็น,รถจักรยาน,0.023,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,54000,64800,เร่งด่วนเย็น,รถจักรยานยนต์,1.64,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,54000,64800,เร่งด่วนเย็น,รถตุ๊กตุ๊ก_สามล้อ,0.035,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,54000,64800,เร่งด่วนเย็น,รถยนต์นั่งส่วนบุคคล,2.811,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,54000,64800,เร่งด่วนเย็น,รถแท็กซี่,0.703,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,54000,64800,เร่งด่วนเย็น,รถตู้,0.117,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดเล็ก,0.094,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดใหญ่,0.141,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก4ล้อ,0.117,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก6ล้อ,0.035,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก10ล้อขึ้นไป,0.012,ข้อมูลจาก_PDF
PTW-04,แยกพงษ์พระราม ขาเข้า ถ.พระราม1,edge_rama1_pongphraram_in,54000,64800,เร่งด่วนเย็น,รถพ่วง_รถกึ่งพ่วง,0.012,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,25200,32400,เร่งด่วนเช้า,รถจักรยาน,0.023,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,25200,32400,เร่งด่วนเช้า,รถจักรยานยนต์,0.937,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,25200,32400,เร่งด่วนเช้า,รถตุ๊กตุ๊ก_สามล้อ,0.035,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,25200,32400,เร่งด่วนเช้า,รถยนต์นั่งส่วนบุคคล,1.523,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,25200,32400,เร่งด่วนเช้า,รถแท็กซี่,0.351,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,25200,32400,เร่งด่วนเช้า,รถตู้,0.059,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดเล็ก,0.047,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดใหญ่,0.059,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก4ล้อ,0.07,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก6ล้อ,0.018,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก10ล้อขึ้นไป,0.006,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,25200,32400,เร่งด่วนเช้า,รถพ่วง_รถกึ่งพ่วง,0.006,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยาน,0.006,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยานยนต์,0.234,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,32400,54000,นอกเวลาเร่งด่วน,รถตุ๊กตุ๊ก_สามล้อ,0.012,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,32400,54000,นอกเวลาเร่งด่วน,รถยนต์นั่งส่วนบุคคล,0.41,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,32400,54000,นอกเวลาเร่งด่วน,รถแท็กซี่,0.176,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,32400,54000,นอกเวลาเร่งด่วน,รถตู้,0.023,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดเล็ก,0.012,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดใหญ่,0.018,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก4ล้อ,0.018,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก6ล้อ,0.006,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก10ล้อขึ้นไป,0.002,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,32400,54000,นอกเวลาเร่งด่วน,รถพ่วง_รถกึ่งพ่วง,0.002,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,54000,64800,เร่งด่วนเย็น,รถจักรยาน,0.018,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,54000,64800,เร่งด่วนเย็น,รถจักรยานยนต์,1.054,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,54000,64800,เร่งด่วนเย็น,รถตุ๊กตุ๊ก_สามล้อ,0.029,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,54000,64800,เร่งด่วนเย็น,รถยนต์นั่งส่วนบุคคล,1.64,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,54000,64800,เร่งด่วนเย็น,รถแท็กซี่,0.41,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,54000,64800,เร่งด่วนเย็น,รถตู้,0.07,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดเล็ก,0.035,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดใหญ่,0.047,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก4ล้อ,0.059,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก6ล้อ,0.023,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก10ล้อขึ้นไป,0.006,ข้อมูลจาก_PDF
PTW-05,แยกเจริญผล ขาเข้า ถ.บรรทัดทอง,edge_banthatthong_in,54000,64800,เร่งด่วนเย็น,รถพ่วง_รถกึ่งพ่วง,0.006,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,25200,32400,เร่งด่วนเช้า,รถจักรยาน,0.041,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,25200,32400,เร่งด่วนเช้า,รถจักรยานยนต์,2.46,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,25200,32400,เร่งด่วนเช้า,รถตุ๊กตุ๊ก_สามล้อ,0.082,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,25200,32400,เร่งด่วนเช้า,รถยนต์นั่งส่วนบุคคล,3.69,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,25200,32400,เร่งด่วนเช้า,รถแท็กซี่,0.82,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,25200,32400,เร่งด่วนเช้า,รถตู้,0.246,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดเล็ก,0.164,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดใหญ่,0.246,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก4ล้อ,0.328,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก6ล้อ,0.082,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก10ล้อขึ้นไป,0.025,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,25200,32400,เร่งด่วนเช้า,รถพ่วง_รถกึ่งพ่วง,0.025,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยาน,0.006,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยานยนต์,0.381,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถตุ๊กตุ๊ก_สามล้อ,0.013,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถยนต์นั่งส่วนบุคคล,0.57,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถแท็กซี่,0.126,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถตู้,0.037,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดเล็ก,0.026,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดใหญ่,0.037,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก4ล้อ,0.05,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก6ล้อ,0.013,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก10ล้อขึ้นไป,0.004,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถพ่วง_รถกึ่งพ่วง,0.004,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,54000,64800,เร่งด่วนเย็น,รถจักรยาน,0.027,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,54000,64800,เร่งด่วนเย็น,รถจักรยานยนต์,1.64,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,54000,64800,เร่งด่วนเย็น,รถตุ๊กตุ๊ก_สามล้อ,0.055,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,54000,64800,เร่งด่วนเย็น,รถยนต์นั่งส่วนบุคคล,2.46,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,54000,64800,เร่งด่วนเย็น,รถแท็กซี่,0.547,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,54000,64800,เร่งด่วนเย็น,รถตู้,0.164,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดเล็ก,0.109,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดใหญ่,0.164,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก4ล้อ,0.219,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก6ล้อ,0.055,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก10ล้อขึ้นไป,0.016,ข้อมูลจาก_PDF
PTW-06,แยกสามย่าน ขาเข้า ถ.พญาไท,edge_samyan_phayathai_in,54000,64800,เร่งด่วนเย็น,รถพ่วง_รถกึ่งพ่วง,0.016,ข้อมูลจาก_PDF
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,25200,32400,เร่งด่วนเช้า,รถจักรยาน,0.047,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,25200,32400,เร่งด่วนเช้า,รถจักรยานยนต์,3.198,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,25200,32400,เร่งด่วนเช้า,รถตุ๊กตุ๊ก_สามล้อ,0.098,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,25200,32400,เร่งด่วนเช้า,รถยนต์นั่งส่วนบุคคล,4.919,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,25200,32400,เร่งด่วนเช้า,รถแท็กซี่,1.082,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,25200,32400,เร่งด่วนเช้า,รถตู้,0.295,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดเล็ก,0.197,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดใหญ่,0.295,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก4ล้อ,0.394,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก6ล้อ,0.098,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก10ล้อขึ้นไป,0.029,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,25200,32400,เร่งด่วนเช้า,รถพ่วง_รถกึ่งพ่วง,0.029,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยาน,0.019,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยานยนต์,1.279,ประเมินเพื่อจำลอง_SUMO
PTW-07,แยกศาลาแดง ขาเข้า ถ.พระราม4,edge_ram4_saladaeng_in,32400,54000,นอกเวลาเร่งด่วน,รถตุ๊กตุ๊ก_สามล้อ,0.039,ประเมินเพื่อจำลอง_SUMO
