episode,phase,steps,total_waiting_time,vehicle_count,episode_throughput,episode_reward,avg_speed_kmh,avg_queue_length,reward_avg_speed,reward_emergency_penalty,reward_phase_switch,reward_queue_length,reward_throughput,reward_waiting_time
219,training,3605,176806.0,5474,11248,108.6147,4.91,0.52,84.3,-159.6534,-6.7,-1.1172,281.0,-89.2147
220,training,3610,161027.0,5621,11205,128.6737,4.93,0.47,84.9,-146.4333,-5.69,-1.023,283.0,-86.08
221,training,3603,175181.0,5685,11119,122.8534,4.88,0.53,84.6,-147.5896,-5.74,-1.137,282.0,-89.28
222,training,3606,191266.0,5543,11186,149.6778,4.92,0.5,84.6,-129.4295,-5.53,-1.0734,282.0,-80.8893
223,training,3605,148408.0,5476,11423,161.6042,5.0,0.49,86.1,-120.5485,-4.9,-1.0686,287.0,-84.9787
224,training,3602,167812.0,5327,11427,145.2018,4.92,0.52,85.2,-127.5368,-5.29,-1.1274,284.0,-90.044
225,training,3604,161817.0,5576,11306,123.998,4.99,0.5,85.8,-153.9752,-4.79,-1.0782,286.0,-87.9587
226,training,3611,169573.0,5367,11448,140.9586,5.01,0.52,86.1,-137.8617,-4.59,-1.1364,287.0,-88.5533
227,training,3610,166174.0,5509,11529,126.8578,5.02,0.51,86.7,-152.872,-4.58,-1.0968,289.0,-90.2933
228,training,3606,150825.0,5317,11689,162.9563,5.03,0.52,86.4,-119.061,-4.68,-1.1214,288.0,-86.5813
229,training,3606,155015.0,5477,11706,161.6538,5.06,0.51,87.3,-123.12,-4.26,-1.1142,291.0,-88.152
230,training,3612,173427.0,5434,11558,156.777,4.99,0.52,86.4,-122.1256,-4.69,-1.1328,288.0,-89.6747
231,training,3608,163501.0,5641,11330,140.7328,4.98,0.49,86.1,-138.0575,-4.37,-1.0584,287.0,-88.8813
232,training,3606,157541.0,5533,11550,173.5568,5.0,0.52,86.4,-111.1973,-4.23,-1.1346,288.0,-84.2813
233,training,3608,124787.0,5413,11384,193.1652,5.05,0.48,87.0,-96.139,-4.09,-1.0458,290.0,-82.56
234,training,3612,145891.0,5574,11746,175.0161,5.16,0.52,89.1,-119.7449,-3.39,-1.125,297.0,-86.824
235,training,3605,150612.0,5491,11632,177.7151,5.1,0.51,87.9,-116.6982,-3.56,-1.0974,293.0,-81.8293
236,training,3603,149135.0,5600,11544,185.6964,5.07,0.49,87.3,-106.0639,-3.77,-1.0644,291.0,-81.7053
237,training,3606,161984.0,5607,11517,156.7963,5.04,0.55,87.3,-124.2302,-3.92,-1.1868,291.0,-92.1667
238,training,3607,172114.0,5606,11579,144.0663,5.07,0.53,87.6,-141.4081,-3.66,-1.155,292.0,-89.3107
239,training,3607,174906.0,5484,11749,145.9656,5.09,0.55,88.5,-137.4232,-3.5,-1.2006,295.0,-95.4107
240,training,3600,171576.0,5484,11593,152.3981,5.1,0.55,88.2,-133.0997,-3.43,-1.1868,294.0,-92.0853
241,training,3612,188389.0,5600,11914,126.0398,5.22,0.54,90.0,-166.069,-2.99,-1.1706,300.0,-93.7307
242,training,3611,189683.0,5456,11825,117.9468,5.15,0.54,88.8,-167.5779,-3.18,-1.1646,296.0,-94.9307
243,training,3606,194301.0,5499,12041,137.4896,5.25,0.58,90.9,-159.3385,-2.84,-1.2492,303.0,-92.9827
244,training,3601,169429.0,5598,11834,147.14,5.18,0.5,89.4,-144.6941,-3.13,-1.0866,298.0,-91.3493
245,training,3610,152527.0,5610,11846,161.8679,5.19,0.52,89.4,-127.2209,-3.27,-1.1292,298.0,-93.912
246,training,3600,186846.0,5581,11750,118.9049,5.24,0.54,90.0,-170.2568,-2.84,-1.173,300.0,-96.8253
247,training,3608,166072.0,5611,11787,148.0953,5.19,0.49,89.7,-147.6382,-3.03,-1.0578,299.0,-88.8787
248,training,3609,178699.0,5547,11875,140.3151,5.22,0.54,90.0,-148.6683,-2.89,-1.1706,300.0,-96.956
249,training,3611,174726.0,5426,11969,148.8725,5.17,0.54,89.7,-142.2897,-3.03,-1.1772,299.0,-93.3307
250,training,3608,205712.0,5623,12018,138.2398,5.24,0.55,90.6,-154.5369,-2.84,-1.194,302.0,-95.7893
251,training,3604,196727.0,5583,11972,148.9431,5.27,0.55,91.2,-150.0745,-2.53,-1.1898,304.0,-92.4627
252,training,3600,142551.0,5472,12101,188.9318,5.31,0.53,91.8,-114.6848,-2.42,-1.1514,306.0,-90.612
253,training,3600,184054.0,5499,12130,121.0528,5.25,0.54,90.9,-171.4769,-2.67,-1.167,303.0,-97.5333
254,training,3605,171656.0,5509,11836,151.1986,5.2,0.53,89.7,-144.5177,-2.75,-1.155,299.0,-89.0787
255,training,3610,174338.0,5603,11850,143.3558,5.24,0.53,90.3,-147.9828,-2.76,-1.1454,301.0,-96.056
256,training,3607,177141.0,5611,12148,146.078,5.28,0.55,91.2,-144.8675,-2.87,-1.1832,304.0,-100.2013
257,training,3600,175624.0,5341,11972,130.219,5.2,0.53,90.0,-158.671,-2.79,-1.152,300.0,-97.168
258,training,3606,153929.0,5533,11998,182.2114,5.26,0.53,90.9,-115.281,-2.87,-1.1496,303.0,-92.388
259,training,3600,236735.0,5443,12070,94.1568,5.28,0.56,90.9,-196.6824,-2.78,-1.2168,303.0,-99.064
260,training,3601,147209.0,5509,12081,185.3179,5.28,0.52,91.2,-118.1747,-2.59,-1.1334,304.0,-87.984
261,training,3603,185219.0,5532,12037,142.9464,5.27,0.56,90.9,-152.6146,-2.94,-1.2084,303.0,-94.1907
262,training,3607,146472.0,5383,12032,193.6612,5.23,0.54,90.3,-105.6646,-2.81,-1.1682,301.0,-87.996
263,training,3606,187117.0,5568,12005,127.9963,5.32,0.56,91.8,-167.4647,-2.59,-1.209,306.0,-98.54
264,training,3611,187544.0,5606,11776,129.8735,5.2,0.53,89.7,-162.0677,-2.77,-1.1568,299.0,-92.832
265,training,3602,159333.0,5500,12202,181.7977,5.33,0.57,92.4,-119.7101,-2.42,-1.2282,308.0,-95.244
266,training,3607,156727.0,5639,12022,158.0483,5.24,0.51,90.3,-139.0659,-2.96,-1.1058,301.0,-90.12
267,training,3612,136558.0,5673,11881,201.7218,5.23,0.53,90.9,-99.5245,-2.73,-1.149,303.0,-88.7747
268,training,3602,174636.0,5528,12052,165.8174,5.24,0.57,90.6,-131.4618,-2.68,-1.2408,302.0,-91.4
269,training,3608,146726.0,5655,11865,183.226,5.25,0.52,90.6,-117.4763,-2.72,-1.119,302.0,-88.0587
270,training,3602,154243.0,5553,11951,189.7788,5.23,0.54,90.6,-110.3224,-2.63,-1.1754,302.0,-88.6933
271,training,3606,176288.0,5515,12510,158.3722,5.41,0.55,93.6,-145.9399,-2.23,-1.2006,312.0,-97.8573
272,training,3602,151828.0,5567,12130,183.9467,5.35,0.53,92.4,-121.3438,-2.3,-1.1388,308.0,-91.6707
273,training,3604,173242.0,5532,12168,159.5613,5.33,0.55,92.1,-140.1636,-2.51,-1.1904,307.0,-95.6747
274,training,3603,219049.0,5606,12302,130.4091,5.43,0.57,93.6,-173.679,-2.32,-1.2306,312.0,-97.9613
275,training,3604,192368.0,5327,12309,141.91,5.31,0.58,92.1,-157.1828,-2.42,-1.2606,307.0,-96.3267
276,training,3606,179635.0,5638,12035,165.1947,5.33,0.55,91.8,-136.4254,-2.56,-1.1946,306.0,-92.4253
277,training,3600,188777.0,5487,12444,154.9932,5.44,0.56,93.6,-154.6649,-2.03,-1.2066,312.0,-92.7053
278,training,3604,182885.0,5629,12274,149.7281,5.38,0.56,93.0,-152.8747,-2.15,-1.2192,310.0,-97.028
279,training,3601,204242.0,5592,12539,139.7016,5.43,0.59,93.9,-164.9434,-1.99,-1.281,313.0,-98.984
280,training,3608,183663.0,5552,12432,171.1387,5.42,0.57,94.2,-137.7122,-1.97,-1.2378,314.0,-96.1413
281,training,3601,213040.0,5561,12566,137.6705,5.48,0.58,94.8,-168.1898,-1.85,-1.251,316.0,-101.8387
282,training,3604,179711.0,5548,12684,167.2295,5.55,0.59,95.7,-146.5219,-1.69,-1.2666,319.0,-97.992
283,training,3601,208526.0,5637,12407,133.2134,5.44,0.61,93.9,-173.322,-1.98,-1.3086,313.0,-97.076
284,training,3609,155000.0,5623,12407,176.7078,5.46,0.53,93.6,-128.2583,-1.95,-1.1412,312.0,-97.5427
285,training,3609,191811.0,5678,12477,157.3155,5.47,0.59,94.5,-150.9071,-2.06,-1.2774,315.0,-97.94
286,training,3607,189719.0,5619,12393,156.8885,5.41,0.59,93.9,-146.1076,-2.1,-1.2666,313.0,-100.5373
287,training,3602,169237.0,5535,12859,200.3088,5.65,0.61,97.8,-123.2703,-1.38,-1.3182,326.0,-97.5227
288,training,3603,190783.0,5576,12710,161.8716,5.56,0.61,96.3,-151.0722,-1.71,-1.3128,321.0,-101.3333
289,training,3612,167790.0,5482,12604,171.8596,5.52,0.55,95.4,-140.3307,-1.75,-1.197,318.0,-98.2627
290,training,3601,182976.0,5528,12830,158.8955,5.6,0.54,96.6,-157.4931,-1.44,-1.1688,322.0,-99.6027
291,training,3610,194688.0,5562,12564,144.4414,5.46,0.56,94.8,-162.9319,-1.86,-1.2174,316.0,-100.3493
292,training,3600,201539.0,5520,12478,144.0414,5.47,0.53,94.5,-167.5278,-1.83,-1.1502,315.0,-94.9507
293,training,3605,204724.0,5540,12825,142.0649,5.61,0.58,96.9,-172.262,-1.4,-1.2624,323.0,-102.9107
294,training,3604,173299.0,5608,13120,177.8612,5.74,0.57,99.3,-147.2395,-1.14,-1.23,331.0,-102.8293
295,training,3603,256502.0,5550,13346,149.9235,5.83,0.65,100.8,-180.0263,-0.98,-1.3956,336.0,-104.4747
296,training,3607,191463.0,5485,12993,160.8926,5.71,0.58,98.4,-160.3811,-1.29,-1.263,328.0,-102.5733
297,training,3601,165423.0,5636,12888,189.7363,5.73,0.56,98.4,-139.6573,-1.2,-1.2024,328.0,-94.604
298,training,3608,171436.0,5448,12956,198.2029,5.66,0.6,97.8,-122.4113,-1.33,-1.3038,326.0,-100.552
299,training,3602,216066.0,5372,12842,172.6019,5.61,0.64,96.9,-144.8413,-1.42,-1.3728,323.0,-99.664
300,training,3605,153320.0,5413,13163,204.6811,5.66,0.59,97.8,-120.9851,-1.46,-1.2684,326.0,-95.4053
301,training,3600,199075.0,5610,13096,159.9375,5.8,0.57,99.9,-167.2257,-1.03,-1.2228,333.0,-103.484
302,training,3601,181468.0,5468,13393,185.0403,5.88,0.6,101.1,-147.3476,-0.88,-1.2948,337.0,-103.5373
303,training,3607,209289.0,5507,13559,189.591,5.88,0.63,102.0,-148.0846,-0.77,-1.365,340.0,-102.1893
304,training,3607,170938.0,5564,13573,194.1995,5.89,0.61,102.0,-141.4675,-0.77,-1.311,340.0,-104.252
305,training,3602,194634.0,5513,13532,177.4256,5.92,0.61,102.3,-158.1177,-0.77,-1.3134,341.0,-105.6733
306,training,3602,203194.0,5535,13540,164.3934,5.94,0.62,102.3,-171.1405,-0.72,-1.3434,341.0,-105.7027
307,training,3608,235709.0,5545,13646,139.5653,5.98,0.67,103.2,-194.8028,-0.63,-1.4406,344.0,-110.7613
308,training,3606,172341.0,5689,13285,187.8196,5.9,0.57,101.7,-149.1608,-0.83,-1.2402,339.0,-101.6493
309,training,3604,196860.0,5546,13814,173.4171,6.02,0.63,103.8,-168.5054,-0.53,-1.3662,346.0,-105.9813
310,training,3605,185337.0,5602,13719,201.5247,6.11,0.62,105.0,-146.4309,-0.39,-1.3518,350.0,-105.3027
311,training,3605,175974.0,5600,13526,196.2303,5.97,0.61,103.2,-142.5525,-0.61,-1.3272,344.0,-106.48
312,training,3609,211471.0,5530,13928,196.2761,6.11,0.63,105.3,-156.086,-0.41,-1.3746,351.0,-102.1533
313,training,3604,189855.0,5529,13779,199.8011,6.07,0.63,104.7,-147.6151,-0.47,-1.3578,349.0,-104.456
314,training,3600,218063.0,5400,13922,157.3861,6.04,0.64,104.4,-184.8939,-0.45,-1.374,348.0,-108.296
315,training,3605,182546.0,5544,13768,196.0047,6.02,0.61,104.1,-148.827,-0.49,-1.317,347.0,-104.4613
316,training,3604,198968.0,5581,13708,182.9703,5.99,0.61,103.8,-159.8372,-0.53,-1.3158,346.0,-105.1467
317,training,3602,169786.0,5557,14088,230.6869,6.15,0.62,105.9,-124.7911,-0.29,-1.3374,353.0,-101.7947
318,training,3601,194152.0,5582,13886,184.8703,6.16,0.61,105.6,-166.2915,-0.31,-1.3242,352.0,-104.804
319,training,3601,244097.0,5572,14037,124.9895,6.14,0.66,105.6,-217.9074,-0.33,-1.4238,352.0,-112.9493
320,training,3605,178053.0,5631,13772,199.4773,6.08,0.6,105.0,-150.7764,-0.39,-1.3056,350.0,-103.0507
321,training,3601,210017.0,5578,13985,179.1624,6.12,0.64,105.6,-168.7657,-0.31,-1.3806,352.0,-107.9813
322,training,3607,201589.0,5670,13975,194.2996,6.14,0.67,106.5,-157.3146,-0.25,-1.4478,355.0,-108.188
323,training,3603,168162.0,5645,14061,235.8676,6.16,0.61,106.2,-121.8005,-0.27,-1.3206,354.0,-100.9413
324,training,3601,193476.0,5578,14048,203.3079,6.1,0.64,105.6,-146.8797,-0.33,-1.389,352.0,-105.6933
325,training,3602,166968.0,5462,14067,223.8035,6.14,0.6,105.9,-132.5631,-0.29,-1.3074,353.0,-100.936
326,training,3603,201641.0,5459,14274,186.4015,6.2,0.63,107.1,-167.3753,-0.15,-1.3572,357.0,-108.816
327,training,3601,216776.0,5541,13849,168.4691,6.08,0.62,104.7,-174.0637,-0.41,-1.3452,349.0,-109.412
328,training,3608,187529.0,5637,13881,203.3893,6.06,0.64,105.0,-141.4773,-0.43,-1.3794,350.0,-108.324
329,training,3601,198808.0,5474,13876,187.6253,6.06,0.62,104.7,-160.8044,-0.41,-1.347,349.0,-103.5133
330,training,3601,212456.0,5600,14112,180.7621,6.17,0.65,106.5,-170.1545,-0.21,-1.3974,355.0,-108.976
331,training,3605,159151.0,5679,13832,233.3798,6.12,0.6,105.9,-124.2213,-0.29,-1.2996,353.0,-99.7093
332,training,3605,181739.0,5574,13946,213.5812,6.12,0.64,105.9,-138.4741,-0.29,-1.3854,353.0,-105.1693
333,training,3604,200894.0,5560,14019,181.7623,6.13,0.62,105.6,-166.951,-0.33,-1.338,352.0,-107.2187
334,training,3601,212172.0,5585,14113,179.6144,6.17,0.65,106.5,-171.1814,-0.21,-1.3968,355.0,-109.0973
335,training,3605,197753.0,5574,13950,180.9582,6.16,0.62,105.9,-170.1699,-0.29,-1.3326,353.0,-106.1493
336,training,3603,193824.0,5563,14211,196.2722,6.2,0.62,107.1,-158.6004,-0.15,-1.3494,357.0,-107.728
337,training,3601,186889.0,5580,13981,193.6327,6.15,0.6,105.6,-159.8793,-0.31,-1.302,352.0,-102.476
338,training,3601,210505.0,5594,14159,177.2836,6.17,0.63,106.5,-174.7735,-0.21,-1.3662,355.0,-107.8667
339,training,3608,170280.0,5610,13935,214.7167,6.11,0.63,105.9,-137.1538,-0.31,-1.3662,353.0,-105.3533
340,training,3603,199403.0,5545,14062,175.2872,6.19,0.62,106.2,-174.5903,-0.25,-1.3458,354.0,-108.7267
341,training,3607,195194.0,5615,13845,183.4846,6.08,0.61,104.7,-163.6952,-0.45,-1.3302,349.0,-104.74
