name,latitude,longitude,organization,date_type,date,time_start,time_end,speed,density,volume,capacity,v/c
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,5/9/2022,7:00:00,8:00:00,75,49,2572,900,2.86
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,5/9/2022,8:00:00,9:00:00,91,40,2049,900,2.28
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,5/9/2022,9:00:00,10:00:00,91,38,1953,900,2.17
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,5/9/2022,10:00:00,11:00:00,89,38,1920,900,2.13
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,5/9/2022,11:00:00,12:00:00,21,122,1101,900,1.22
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,5/9/2022,12:00:00,13:00:00,89,39,1926,900,2.14
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,5/9/2022,13:00:00,14:00:00,85,38,1900,900,2.11
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,5/9/2022,14:00:00,15:00:00,86,38,1890,900,2.10
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,5/9/2022,15:00:00,16:00:00,83,38,1890,900,2.10
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,5/9/2022,16:00:00,17:00:00,91,41,1295,900,1.44
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,5/9/2022,17:00:00,18:00:00,91,37,726,900,0.81
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,5:00:00,6:00:00,91,9,488,900,0.54
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,6:00:00,7:00:00,64,26,1450,900,1.61
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,7:00:00,8:00:00,79,41,2547,900,2.83
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,8:00:00,9:00:00,87,37,2475,900,2.75
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,9:00:00,10:00:00,86,34,2434,900,2.70
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,10:00:00,11:00:00,84,33,2370,900,2.63
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,11:00:00,12:00:00,39,41,2200,900,2.44
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,12:00:00,13:00:00,85,35,2377,900,2.64
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,13:00:00,14:00:00,83,34,2333,900,2.59
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,14:00:00,15:00:00,83,35,2434,900,2.70
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,15:00:00,16:00:00,82,33,2413,900,2.68
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,16:00:00,17:00:00,91,31,1300,900,1.44
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,17:00:00,18:00:00,91,27,1399,900,1.55
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,6/9/2022,18:00:00,19:00:00,91,17,2358,900,2.62
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,5:00:00,6:00:00,131,5,463,900,0.51
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,6:00:00,7:00:00,91,15,1460,900,1.62
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,7:00:00,8:00:00,83,34,2559,900,2.84
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,8:00:00,9:00:00,84,33,2910,900,3.23
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,9:00:00,10:00:00,81,29,2823,900,3.14
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,10:00:00,11:00:00,79,28,2875,900,3.19
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,11:00:00,12:00:00,77,49,3246,900,3.61
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,12:00:00,13:00:00,80,32,2745,900,3.05
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,13:00:00,14:00:00,81,30,2804,900,3.12
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,14:00:00,15:00:00,80,33,2938,900,3.26
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,15:00:00,16:00:00,80,29,2900,900,3.22
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,16:00:00,17:00:00,91,21,1475,900,1.64
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,17:00:00,18:00:00,91,17,2001,900,2.22
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,7/9/2022,18:00:00,19:00:00,91,17,2372,900,2.64
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,5:00:00,6:00:00,130,10,300,900,0.33
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,6:00:00,7:00:00,91,28,904,900,1.00
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,7:00:00,8:00:00,87,34,1559,900,1.73
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,8:00:00,9:00:00,87,22,2009,900,2.23
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,9:00:00,10:00:00,84,19,1941,900,2.16
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,10:00:00,11:00:00,84,17,1925,900,2.14
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,11:00:00,12:00:00,39,25,2552,900,2.84
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,12:00:00,13:00:00,84,19,1873,900,2.08
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,13:00:00,14:00:00,84,18,1927,900,2.14
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,14:00:00,15:00:00,85,21,1999,900,2.22
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,15:00:00,16:00:00,83,19,1917,900,2.13
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,16:00:00,17:00:00,91,21,1459,900,1.62
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,17:00:00,18:00:00,91,18,2818,900,3.13
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,8/9/2022,18:00:00,19:00:00,91,19,2091,900,2.32
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,5:00:00,6:00:00,130,13,126,900,0.14
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,6:00:00,7:00:00,91,41,368,900,0.41
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,7:00:00,8:00:00,91,34,543,900,0.60
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,8:00:00,9:00:00,91,11,1081,900,1.20
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,9:00:00,10:00:00,87,9,1052,900,1.17
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,10:00:00,11:00:00,89,7,1035,900,1.15
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,11:00:00,12:00:00,21,121,1811,900,2.01
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,12:00:00,13:00:00,87,6,1078,900,1.20
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,13:00:00,14:00:00,86,7,1036,900,1.15
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,14:00:00,15:00:00,89,10,1079,900,1.20
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,15:00:00,16:00:00,86,9,935,900,1.04
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,16:00:00,17:00:00,91,21,1453,900,1.61
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,17:00:00,18:00:00,91,20,3635,900,4.04
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,9/9/2022,18:00:00,19:00:00,91,21,1801,900,2.00
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,10/9/2022,5:00:00,6:00:00,130,7,475,900,0.53
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,10/9/2022,6:00:00,7:00:00,91,24,1440,900,1.60
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,10/9/2022,7:00:00,8:00:00,91,24,1460,900,1.62
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,10/9/2022,8:00:00,9:00:00,91,24,746,900,0.83
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,10/9/2022,9:00:00,10:00:00,89,20,653,900,0.73
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,10/9/2022,10:00:00,11:00:00,88,19,673,900,0.75
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,10/9/2022,11:00:00,12:00:00,91,25,2161,900,2.40
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,10/9/2022,12:00:00,13:00:00,90,21,714,900,0.79
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,10/9/2022,13:00:00,14:00:00,87,22,643,900,0.71
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,10/9/2022,14:00:00,15:00:00,86,19,625,900,0.69
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,10/9/2022,15:00:00,16:00:00,87,22,620,900,0.69
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,10/9/2022,16:00:00,17:00:00,91,28,3307,900,3.67
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,10/9/2022,17:00:00,18:00:00,91,18,1272,900,1.41
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,10/9/2022,18:00:00,19:00:00,61,30,724,900,0.80
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,11/9/2022,5:00:00,6:00:00,77,5,289,900,0.32
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,11/9/2022,6:00:00,7:00:00,55,14,874,900,0.97
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,11/9/2022,7:00:00,8:00:00,55,14,875,900,0.97
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,11/9/2022,8:00:00,9:00:00,55,15,442,900,0.49
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,11/9/2022,9:00:00,10:00:00,54,12,416,900,0.46
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,11/9/2022,10:00:00,11:00:00,53,12,412,900,0.46
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,11/9/2022,11:00:00,12:00:00,55,15,1330,900,1.48
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,11/9/2022,12:00:00,13:00:00,54,13,427,900,0.47
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,11/9/2022,13:00:00,14:00:00,52,14,379,900,0.42
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,11/9/2022,14:00:00,15:00:00,52,11,383,900,0.43
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,working,11/9/2022,15:00:00,16:00:00,52,13,364,900,0.40
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,11/9/2022,16:00:00,17:00:00,55,17,1982,900,2.20
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,11/9/2022,17:00:00,18:00:00,55,11,755,900,0.84
ทางออกสุขุมวิท62,13.6946079,100.5971169,exat,holiday,11/9/2022,18:00:00,19:00:00,37,18,440,900,0.49
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,5:00:00,6:00:00,101,14,520,2700,0.19
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,6:00:00,7:00:00,72,42,1532,2700,0.57
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,7:00:00,8:00:00,25,84,2725,2700,1.01
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,8:00:00,9:00:00,31,106,2719,2700,1.01
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,9:00:00,10:00:00,30,101,2725,2700,1.01
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,10:00:00,11:00:00,25,104,2611,2700,0.97
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,11:00:00,12:00:00,42,76,1807,2700,0.67
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,12:00:00,13:00:00,26,104,2714,2700,1.01
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,13:00:00,14:00:00,27,101,2591,2700,0.96
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,14:00:00,15:00:00,30,106,2613,2700,0.97
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,15:00:00,16:00:00,28,105,2590,2700,0.96
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,16:00:00,17:00:00,39,32,1274,2700,0.47
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,17:00:00,18:00:00,39,31,1274,2700,0.47
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,5/9/2022,18:00:00,19:00:00,44,44,1265,2700,0.47
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,5:00:00,6:00:00,114,15,594,2700,0.22
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,6:00:00,7:00:00,79,43,1708,2700,0.63
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,7:00:00,8:00:00,35,76,2451,2700,0.91
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,8:00:00,9:00:00,35,73,2134,2700,0.79
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,9:00:00,10:00:00,34,68,2098,2700,0.78
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,10:00:00,11:00:00,30,70,2037,2700,0.75
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,11:00:00,12:00:00,28,65,1989,2700,0.74
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,12:00:00,13:00:00,32,71,2058,2700,0.76
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,13:00:00,14:00:00,33,69,2067,2700,0.77
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,14:00:00,15:00:00,33,70,2055,2700,0.76
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,15:00:00,16:00:00,33,69,2066,2700,0.77
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,16:00:00,17:00:00,20,121,968,2700,0.36
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,17:00:00,18:00:00,20,122,729,2700,0.27
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,6/9/2022,18:00:00,19:00:00,22,91,908,2700,0.34
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,5:00:00,6:00:00,120,15,571,2700,0.21
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,6:00:00,7:00:00,85,43,1865,2700,0.69
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,7:00:00,8:00:00,45,68,2175,2700,0.81
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,8:00:00,9:00:00,40,39,1533,2700,0.57
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,9:00:00,10:00:00,37,35,1505,2700,0.56
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,10:00:00,11:00:00,35,36,1417,2700,0.52
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,11:00:00,12:00:00,14,121,2166,2700,0.80
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,12:00:00,13:00:00,38,37,1424,2700,0.53
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,13:00:00,14:00:00,39,36,1535,2700,0.57
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,14:00:00,15:00:00,35,33,1527,2700,0.57
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,15:00:00,16:00:00,37,33,1491,2700,0.55
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,16:00:00,17:00:00,21,121,724,2700,0.27
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,17:00:00,18:00:00,21,121,182,2700,0.07
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,7/9/2022,18:00:00,19:00:00,21,121,532,2700,0.20
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,5:00:00,6:00:00,61,18,353,2700,0.13
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,6:00:00,7:00:00,43,52,1135,2700,0.42
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,7:00:00,8:00:00,23,71,1443,2700,0.53
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,8:00:00,9:00:00,20,121,1007,2700,0.37
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,9:00:00,10:00:00,17,121,945,2700,0.35
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,10:00:00,11:00:00,16,121,878,2700,0.33
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,11:00:00,12:00:00,7,121,1314,2700,0.49
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,12:00:00,13:00:00,17,122,942,2700,0.35
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,13:00:00,14:00:00,18,121,943,2700,0.35
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,14:00:00,15:00:00,16,121,969,2700,0.36
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,15:00:00,16:00:00,18,121,931,2700,0.34
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,16:00:00,17:00:00,21,122,728,2700,0.27
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,17:00:00,18:00:00,21,121,182,2700,0.07
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,8/9/2022,18:00:00,19:00:00,26,95,877,2700,0.32
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,5:00:00,6:00:00,29,41,148,2700,0.05
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,6:00:00,7:00:00,21,121,421,2700,0.16
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,7:00:00,8:00:00,21,121,693,2700,0.26
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,8:00:00,9:00:00,21,121,438,2700,0.16
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,9:00:00,10:00:00,21,122,401,2700,0.15
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,10:00:00,11:00:00,21,122,340,2700,0.13
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,11:00:00,12:00:00,21,121,467,2700,0.17
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,12:00:00,13:00:00,21,121,414,2700,0.15
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,13:00:00,14:00:00,21,121,359,2700,0.13
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,14:00:00,15:00:00,21,121,445,2700,0.16
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,15:00:00,16:00:00,21,121,365,2700,0.14
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,16:00:00,17:00:00,21,121,782,2700,0.29
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,17:00:00,18:00:00,21,121,168,2700,0.06
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,9/9/2022,18:00:00,19:00:00,52,53,1286,2700,0.48
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,10/9/2022,5:00:00,6:00:00,128,11,264,2700,0.10
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,10/9/2022,6:00:00,7:00:00,91,34,825,2700,0.31
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,10/9/2022,7:00:00,8:00:00,90,42,2641,2700,0.98
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,10/9/2022,8:00:00,9:00:00,76,41,2549,2700,0.94
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,10/9/2022,9:00:00,10:00:00,73,37,2491,2700,0.92
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,10/9/2022,10:00:00,11:00:00,74,39,2407,2700,0.89
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,10/9/2022,11:00:00,12:00:00,63,70,1912,2700,0.71
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,10/9/2022,12:00:00,13:00:00,73,37,2390,2700,0.89
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,10/9/2022,13:00:00,14:00:00,75,39,2434,2700,0.90
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,10/9/2022,14:00:00,15:00:00,71,35,2400,2700,0.89
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,10/9/2022,15:00:00,16:00:00,71,40,2498,2700,0.93
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,10/9/2022,16:00:00,17:00:00,58,102,1539,2700,0.57
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,10/9/2022,17:00:00,18:00:00,49,67,999,2700,0.37
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,10/9/2022,18:00:00,19:00:00,44,59,923,2700,0.34
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,11/9/2022,5:00:00,6:00:00,79,7,158,2700,0.06
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,11/9/2022,6:00:00,7:00:00,55,21,506,2700,0.19
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,11/9/2022,7:00:00,8:00:00,54,25,1594,2700,0.59
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,11/9/2022,8:00:00,9:00:00,46,25,1547,2700,0.57
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,11/9/2022,9:00:00,10:00:00,44,22,1521,2700,0.56
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,11/9/2022,10:00:00,11:00:00,44,23,1464,2700,0.54
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,11/9/2022,11:00:00,12:00:00,38,42,1152,2700,0.43
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,11/9/2022,12:00:00,13:00:00,44,23,1413,2700,0.52
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,11/9/2022,13:00:00,14:00:00,45,24,1464,2700,0.54
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,11/9/2022,14:00:00,15:00:00,43,21,1458,2700,0.54
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,working,11/9/2022,15:00:00,16:00:00,43,24,1466,2700,0.54
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,11/9/2022,16:00:00,17:00:00,35,62,930,2700,0.34
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,11/9/2022,17:00:00,18:00:00,30,41,581,2700,0.22
ทางขึ้นอาจณรงค์,13.7126317,100.5712826,exat,holiday,11/9/2022,18:00:00,19:00:00,27,36,543,2700,0.20
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,5:00:00,6:00:00,29,38,115,1800,0.06
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,6:00:00,7:00:00,21,121,378,1800,0.21
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,7:00:00,8:00:00,37,11,738,1800,0.41
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,8:00:00,9:00:00,37,11,379,1800,0.21
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,9:00:00,10:00:00,35,7,347,1800,0.19
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,10:00:00,11:00:00,35,8,190,1800,0.11
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,11:00:00,12:00:00,37,26,2763,1800,1.54
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,12:00:00,13:00:00,36,7,291,1800,0.16
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,13:00:00,14:00:00,34,8,319,1800,0.18
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,14:00:00,15:00:00,34,8,232,1800,0.13
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,15:00:00,16:00:00,35,5,288,1800,0.16
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,16:00:00,17:00:00,21,122,3905,1800,2.17
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,17:00:00,18:00:00,21,121,354,1800,0.20
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,5/9/2022,18:00:00,19:00:00,37,15,557,1800,0.31
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,6/9/2022,5:00:00,6:00:00,29,39,113,1800,0.06
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,6/9/2022,6:00:00,7:00:00,21,121,369,1800,0.21
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,6/9/2022,7:00:00,8:00:00,37,11,728,1800,0.40
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,6/9/2022,8:00:00,9:00:00,37,11,371,1800,0.21
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,6/9/2022,9:00:00,10:00:00,35,7,353,1800,0.20
ทางลงสุขุมวิท50,13.7015567,100.5907624,exat,working,6/9/2022,10:00:00,11:00:00,35,8,203,1800,0.11
