episode,phase,steps,total_waiting_time,vehicle_count,episode_throughput,episode_reward,avg_speed_kmh,avg_queue_length,reward_avg_speed,reward_emergency_penalty,reward_phase_switch,reward_queue_length,reward_throughput,reward_waiting_time
222,training,3606,208354.0,5483,13948,177.3805,6.1,0.64,105.3,-166.4922,-1.85,-1.3746,351.0,-109.2027
223,training,3605,212960.0,5511,14152,172.1482,6.16,0.67,106.8,-174.0019,-0.85,-1.4412,356.0,-114.3587
224,training,3604,177515.0,5405,13834,202.805,6.04,0.59,103.8,-137.4179,-2.21,-1.2858,346.0,-106.0813
225,training,3604,209974.0,5489,14041,169.4547,6.1,0.65,105.6,-172.9563,-1.58,-1.4076,352.0,-112.2013
226,training,3605,239148.0,5444,14015,158.9062,6.07,0.65,105.0,-178.9904,-1.81,-1.3974,350.0,-113.896
227,training,3606,232266.0,5496,14135,151.3626,6.08,0.7,105.3,-186.5001,-1.63,-1.518,351.0,-115.2893
228,training,3607,194891.0,5331,14202,209.5077,6.1,0.63,105.6,-140.9356,-1.75,-1.3614,352.0,-104.0453
229,training,3607,190127.0,5508,13977,220.1758,6.12,0.66,105.6,-131.5773,-1.59,-1.4316,352.0,-102.8253
230,training,3607,214668.0,5528,13986,149.0052,6.13,0.62,105.6,-193.9637,-1.64,-1.3524,352.0,-111.6387
231,training,3605,194072.0,5451,14120,188.8916,6.13,0.65,105.9,-154.0572,-1.45,-1.4052,353.0,-113.096
232,training,3608,223027.0,5527,14090,158.2797,6.12,0.67,105.9,-184.5676,-1.43,-1.4454,353.0,-113.1773
233,training,3602,237727.0,5583,13740,130.9953,6.04,0.61,104.1,-206.5203,-2.56,-1.3284,347.0,-109.696
234,training,3607,199738.0,5527,13923,173.7788,6.06,0.64,104.7,-165.3486,-2.21,-1.3866,349.0,-110.976
235,training,3605,229445.0,5416,14036,153.1229,6.08,0.66,105.0,-189.0892,-1.93,-1.4286,350.0,-109.4293
236,training,3602,207744.0,5518,13865,170.0755,6.07,0.65,105.0,-169.0628,-1.79,-1.413,350.0,-112.6587
237,training,3606,235224.0,5495,13979,158.1469,6.08,0.68,105.3,-183.5413,-1.57,-1.4724,351.0,-111.5693
238,training,3609,213304.0,5477,14152,199.022,6.15,0.68,106.2,-147.3914,-1.33,-1.4712,354.0,-110.9853
239,training,3601,220756.0,5503,14063,161.6856,6.12,0.65,105.6,-182.6757,-1.45,-1.41,352.0,-110.3787
240,training,3601,210958.0,5549,13903,193.0957,6.06,0.67,104.7,-150.9538,-2.15,-1.4472,349.0,-106.0533
241,training,3605,229465.0,5617,13881,167.9021,6.08,0.64,105.0,-177.2972,-1.99,-1.392,350.0,-106.4187
242,training,3605,247707.0,5567,13985,111.6581,6.1,0.6,105.0,-229.6127,-1.83,-1.3032,350.0,-110.596
243,training,3605,264244.0,5580,13890,138.6328,6.07,0.64,105.0,-202.79,-1.81,-1.3752,350.0,-110.392
244,training,3605,206755.0,5386,13994,167.5739,6.04,0.65,104.1,-169.2711,-2.67,-1.413,347.0,-110.172
245,training,3603,223907.0,5419,13948,158.5222,6.05,0.68,104.4,-175.4096,-2.29,-1.4742,348.0,-114.704
246,training,3602,207890.0,5522,13946,189.1782,6.12,0.65,105.9,-159.653,-1.51,-1.3974,353.0,-107.1613
247,training,3606,202490.0,5547,13918,186.4562,6.08,0.66,105.3,-155.9788,-1.61,-1.419,351.0,-110.836
248,training,3608,174080.0,5454,14131,219.9767,6.11,0.64,105.9,-133.3268,-1.44,-1.3752,353.0,-102.7813
249,training,3602,242863.0,5444,14157,175.3202,6.14,0.69,105.9,-172.3924,-1.17,-1.4814,353.0,-108.536
250,training,3600,207728.0,5400,14027,163.4593,6.06,0.62,104.4,-179.362,-2.19,-1.35,348.0,-106.0387
251,training,3609,192625.0,5470,14164,195.748,6.21,0.65,107.1,-155.6582,-0.71,-1.3998,357.0,-110.584
252,training,3606,204035.0,5527,14007,178.9848,6.07,0.66,105.3,-164.7664,-1.92,-1.4208,351.0,-109.208
253,training,3603,212610.0,5573,13949,170.9093,6.1,0.64,105.3,-174.5097,-1.59,-1.3884,351.0,-107.9027
254,training,3608,199012.0,5398,14007,175.7309,6.08,0.62,105.0,-166.7244,-2.44,-1.35,350.0,-108.7547
255,training,3609,225067.0,5532,14064,165.5965,6.14,0.67,106.2,-179.1722,-1.29,-1.452,354.0,-112.6893
256,training,3606,191854.0,5377,14064,177.543,6.11,0.64,105.3,-164.3039,-1.76,-1.3824,351.0,-111.3107
257,training,3602,232479.0,5617,13847,144.6014,6.1,0.66,105.0,-192.2709,-1.95,-1.419,350.0,-114.7587
258,training,3600,199109.0,5445,13808,170.3581,6.0,0.65,103.5,-164.4491,-2.75,-1.4082,345.0,-109.5347
259,training,3603,191390.0,5506,13812,189.8626,5.97,0.63,103.5,-149.9611,-2.83,-1.3596,345.0,-104.4867
260,training,3609,241752.0,5445,14005,145.4893,6.09,0.69,105.3,-194.5326,-1.83,-1.4868,351.0,-112.9613
261,training,3606,217696.0,5504,13983,160.5851,6.11,0.65,105.3,-178.8766,-2.03,-1.407,351.0,-113.4013
262,training,3605,182194.0,5519,13978,187.4608,6.12,0.62,105.9,-154.5574,-1.51,-1.3332,353.0,-114.0387
263,training,3606,211098.0,5549,14147,183.7608,6.13,0.67,106.2,-164.173,-1.21,-1.4562,354.0,-109.6
264,training,3605,213012.0,5481,13933,173.5419,6.08,0.67,105.0,-166.0955,-1.94,-1.452,350.0,-111.9707
265,training,3607,197177.0,5449,14142,173.0928,6.12,0.64,105.6,-171.0325,-1.59,-1.3794,352.0,-110.5053
266,training,3609,180568.0,5645,13736,195.2851,6.04,0.61,104.4,-152.8613,-2.29,-1.3236,348.0,-100.64
267,training,3604,225743.0,5644,13932,156.7586,6.07,0.65,104.7,-183.0375,-2.14,-1.4052,349.0,-110.3587
268,training,3605,226203.0,5585,14000,151.1112,6.07,0.68,105.0,-188.6116,-1.86,-1.4772,350.0,-111.94
269,training,3604,206561.0,5443,13977,194.332,6.04,0.66,104.7,-151.1504,-2.35,-1.4196,349.0,-104.448
270,training,3609,198573.0,5502,13787,184.1908,6.02,0.64,104.4,-156.5987,-2.39,-1.3818,348.0,-107.8387
271,training,3608,220037.0,5649,13702,172.0984,6.0,0.63,104.1,-167.5823,-2.54,-1.3686,347.0,-107.5107
272,training,3600,188345.0,5482,13955,199.8753,6.1,0.66,105.3,-144.8289,-1.8,-1.4238,351.0,-108.372
273,training,3606,204239.0,5409,13834,182.677,6.01,0.67,104.4,-156.5547,-2.13,-1.4556,348.0,-109.5827
274,training,3607,214115.0,5498,13827,156.6476,6.06,0.63,103.8,-180.1022,-2.81,-1.3548,346.0,-108.8853
275,training,3601,183149.0,5542,13869,201.5906,6.09,0.64,105.6,-146.6841,-1.53,-1.3806,352.0,-106.4147
276,training,3607,218608.0,5545,13786,153.0863,6.08,0.62,104.7,-187.8806,-2.15,-1.3524,349.0,-109.2307
277,training,3608,237984.0,5426,14064,153.5858,6.05,0.69,105.0,-186.6959,-2.09,-1.491,350.0,-111.1373
278,training,3607,229759.0,5427,14131,148.3198,6.1,0.66,105.6,-194.8694,-1.55,-1.4274,352.0,-111.4333
279,training,3608,189798.0,5558,13910,192.1085,6.06,0.63,105.0,-150.7271,-1.84,-1.3578,350.0,-108.9667
280,training,3608,204203.0,5426,14009,177.7108,6.08,0.64,105.0,-163.5247,-1.87,-1.3812,350.0,-110.5133
281,training,3604,213052.0,5549,13923,172.7092,6.05,0.65,104.7,-170.2284,-2.35,-1.407,349.0,-107.0053
282,training,3604,188158.0,5654,13959,201.4445,6.11,0.62,105.6,-147.7062,-1.58,-1.344,352.0,-105.5253
283,training,3606,190164.0,5610,13719,173.7833,5.99,0.57,103.5,-164.5242,-2.95,-1.2252,345.0,-106.0173
284,training,3605,217127.0,5498,14016,174.6744,6.12,0.67,105.9,-173.1509,-1.33,-1.458,353.0,-108.2867
285,training,3608,224342.0,5434,14071,159.2741,6.17,0.67,106.8,-186.9999,-1.09,-1.4586,356.0,-113.9773
286,training,3607,215171.0,5471,13946,168.6875,6.0,0.64,103.8,-173.5988,-2.82,-1.383,346.0,-103.3107
287,training,3602,188658.0,5433,13940,191.2852,6.03,0.63,104.1,-153.3028,-2.52,-1.368,347.0,-102.624
288,training,3603,217556.0,5609,13919,162.1954,6.09,0.66,105.3,-177.0734,-1.83,-1.4172,351.0,-113.784
289,training,3605,225558.0,5536,13967,169.2071,6.07,0.64,105.0,-173.3511,-1.87,-1.3758,350.0,-109.196
290,training,3607,218119.0,5457,14012,164.3347,6.07,0.67,104.7,-174.2209,-2.27,-1.4424,349.0,-111.432
291,training,3608,204861.0,5558,14112,194.1965,6.11,0.66,105.9,-157.0665,-1.44,-1.425,353.0,-104.772
292,training,3602,211530.0,5612,13959,150.712,6.15,0.6,105.9,-191.8978,-1.29,-1.2882,353.0,-113.712
293,training,3604,199551.0,5500,14023,181.1831,6.1,0.62,104.7,-160.0885,-2.1,-1.3404,349.0,-108.988
294,training,3601,206872.0,5494,14123,173.864,6.13,0.64,105.6,-171.4407,-1.67,-1.3746,352.0,-109.2507
295,training,3600,160964.0,5614,13767,238.4929,6.02,0.61,104.4,-108.3989,-2.27,-1.3128,348.0,-101.9253
296,training,3608,204840.0,5482,14141,169.1729,6.12,0.61,105.9,-179.307,-1.65,-1.3248,353.0,-107.4453
297,training,3609,200817.0,5489,14158,174.7006,6.09,0.64,105.3,-167.7429,-1.71,-1.3758,351.0,-110.7707
298,training,3606,207990.0,5339,14211,180.3908,6.06,0.68,105.3,-162.7326,-1.78,-1.4646,351.0,-109.932
299,training,3600,191413.0,5531,13895,192.3475,6.12,0.63,105.3,-151.1385,-1.61,-1.356,351.0,-109.848
300,training,3607,187438.0,5450,14082,202.1773,6.11,0.64,105.6,-145.6042,-1.55,-1.3818,352.0,-106.8867
301,training,3610,213362.0,5494,13908,166.2189,6.03,0.67,104.7,-171.3045,-2.38,-1.4526,349.0,-112.344
302,training,3612,214771.0,5413,13915,161.0688,6.02,0.68,104.4,-175.799,-2.28,-1.4682,348.0,-111.784
303,training,3601,227731.0,5595,13828,147.1268,6.07,0.65,104.7,-190.023,-2.2,-1.4142,349.0,-112.936
304,training,3602,237335.0,5336,14211,160.5137,6.15,0.69,105.9,-186.0483,-1.36,-1.4886,353.0,-109.4893
305,training,3603,167372.0,5451,13986,217.6481,6.08,0.61,104.4,-126.6051,-2.19,-1.3182,348.0,-104.6387
306,training,3605,194453.0,5486,13877,184.3616,6.06,0.64,104.1,-156.5645,-2.66,-1.3806,347.0,-106.1333
307,training,3600,204618.0,5661,13802,181.5944,6.03,0.66,104.4,-157.5207,-2.01,-1.4202,348.0,-109.8547
308,training,3609,182579.0,5459,14004,177.2204,6.09,0.58,105.3,-169.0843,-1.95,-1.2666,351.0,-106.7787
309,training,3607,179101.0,5492,13831,195.7804,6.01,0.63,103.8,-144.7836,-2.65,-1.3686,346.0,-105.2173
310,training,3602,207492.0,5527,13741,153.8214,6.04,0.63,104.1,-181.3469,-2.29,-1.359,347.0,-112.2827
