ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
4038,100,คลองท่อม - ทุ่งใหญ่,48+000,1484 ,1279 ,26 ,35 ,9 ,1469 ,88 ,83 ,91 ,51 ,4615 ,8.73 ,4 ,1141 ,ขท.กระบี่,นครศรีธรรมราช
4038,200,ทุ่งใหญ่ - วัดขนาน,55+683,692 ,169 ,39 ,7 ,11 ,1189 ,146 ,95 ,105 ,66 ,2519 ,15.09 ,18 ,573 ,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4041,100,บางผึ้ง - โคกยาง,2+000,257 ,152 ,12 ,5 ,3 ,460 ,34 ,21 ,8 ,3 ,955 ,7.20 ,1 ,375 ,ขท.กระบี่,กระบี่
4045,100,บางรัก - ควนขัน,2+665,6571 ,4181 ,102 ,104 ,97 ,8327 ,282 ,196 ,123 ,57 ,20040 ,4.71 ,19 ,7971 ,ขท.ตรัง,ตรัง
4046,101,ตรัง - สิเกา,9+479,5715 ,5194 ,3 ,19 ,17 ,7430 ,1106 ,841 ,758 ,686 ,21769 ,14.50 ,26 ,2845 ,ขท.ตรัง,ตรัง
4046,102,ถนนเลี่ยงเมืองสิเกา,32+879,3774 ,3221 ,0 ,9 ,0 ,4044 ,831 ,702 ,650 ,614 ,13845 ,18.85 ,0 ,2777 ,ขท.ตรัง,ตรัง
4046,200,สิเกา - ควนกุน,41+865,922 ,408 ,29 ,1 ,1 ,960 ,140 ,122 ,98 ,92 ,2773 ,16.47 ,1 ,800 ,ขท.กระบี่,ตรัง
4047,100,ลำปำ - พัทลุง,4+560,4001 ,3814 ,36 ,63 ,37 ,2492 ,82 ,56 ,3 ,0 ,10584 ,3.08 ,4 ,2777 ,ขท.พัทลุง,พัทลุง
4048,100,สี่แยกช่องโก - ทุ่งข่า,2+100,4665 ,4323 ,128 ,97 ,28 ,3653 ,52 ,27 ,10 ,7 ,12990 ,1.62 ,7 ,4977 ,ขท.พัทลุง,พัทลุง
4049,100,ห้วยทราย - ปากพะยูน,18+200,1109 ,197 ,33 ,1 ,0 ,2070 ,403 ,149 ,127 ,76 ,4165 ,17.61 ,9 ,1789 ,ขท.พัทลุง,พัทลุง
4051,100,นาลาน - เจ๊ะบิลัง,1+000,2224 ,1205 ,18 ,6 ,8 ,2318 ,73 ,20 ,8 ,4 ,5884 ,2.01 ,20 ,2437 ,ขท.สตูล,สตูล
4052,100,เขาขาว - ท่าเรือปากบารา,3+663,3239 ,2164 ,44 ,37 ,21 ,3288 ,143 ,80 ,37 ,8 ,9061 ,3.66 ,42 ,3401 ,ขท.สตูล,สตูล
4053,100,ควนเนียง - ปากบาง,2+300,1021 ,329 ,44 ,5 ,4 ,85 ,48 ,27 ,13 ,7 ,1583 ,5.83 ,0 ,1035 ,ขท.สตูล,สงขลา
4054,100,สะเดา - ปาดังเบซาร์,6+000,2114 ,1101 ,85 ,23 ,9 ,1950 ,254 ,240 ,217 ,694 ,6687 ,20.00 ,10 ,1842 ,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4055,101,นราธิวาส - มะนังตายอ,4+892,2190 ,1773 ,26 ,10 ,8 ,1749 ,27 ,25 ,10 ,13 ,5831 ,1.47 ,75 ,1915 ,ขท.นราธิวาส,นราธิวาส
4055,102,มะนังตายอ - จือมอ,23+736,1922 ,1618 ,33 ,0 ,0 ,1744 ,303 ,298 ,41 ,38 ,5997 ,11.18 ,20 ,4205 ,ขท.นราธิวาส,นราธิวาส
4055,102,มะนังตายอ - จือมอ,34+536,1499 ,1309 ,24 ,0 ,0 ,1648 ,304 ,298 ,13 ,15 ,5110 ,11.79 ,21 ,3721 ,ขท.นราธิวาส,นราธิวาส
4055,103,จือมอ - สุคิริน,64+436,1506 ,1392 ,0 ,0 ,0 ,1676 ,0 ,0 ,0 ,0 ,4574 ,0.00 ,0 ,1368 ,ขท.นราธิวาส,นราธิวาส
4056,102,โคกสุมุ - บ้านโคก,6+633,4775 ,3020 ,21 ,0 ,0 ,2273 ,291 ,285 ,27 ,34 ,10726 ,5.94 ,19 ,4049 ,ขท.นราธิวาส,นราธิวาส
4056,103,บ้านโคก - สุไหงโก - ลก,42+400,3125 ,3297 ,0 ,0 ,0 ,3098 ,52 ,54 ,57 ,0 ,9683 ,1.63 ,39 ,5084 ,ขท.นราธิวาส,นราธิวาส
4056,103,บ้านโคก - สุไหงโก - ลก,52+880,8962 ,4784 ,48 ,30 ,21 ,5094 ,50 ,49 ,45 ,0 ,19083 ,1.00 ,40 ,13540 ,ขท.นราธิวาส,นราธิวาส
4057,100,สุไหงโก - ลก - บูเก๊ะตา(เขตแดนไทย/มาเลเซีย),1+677,2591 ,2549 ,0 ,0 ,0 ,2882 ,0 ,36 ,0 ,0 ,8058 ,0.43 ,35 ,4537 ,ขท.นราธิวาส,นราธิวาส
4057,100,สุไหงโก - ลก - บูเก๊ะตา(เขตแดนไทย/มาเลเซีย),16+377,2666 ,2659 ,0 ,0 ,0 ,2700 ,39 ,0 ,0 ,0 ,8064 ,0.50 ,37 ,4409 ,ขท.นราธิวาส,นราธิวาส
4058,101,ยี่งอ - มะรือโบ,4+011,2079 ,2129 ,166 ,0 ,0 ,1452 ,320 ,354 ,212 ,0 ,6712 ,12.62 ,154 ,1719 ,ขท.นราธิวาส,นราธิวาส
4058,102,มะรือโบ - รือเสาะ,27+546,938 ,603 ,9 ,4 ,4 ,555 ,15 ,10 ,6 ,3 ,2147 ,1.99 ,30 ,1053 ,ขท.นราธิวาส,นราธิวาส
4060,100,สายบุรี - กะรุบี,2+000,1282 ,259 ,72 ,44 ,31 ,962 ,79 ,65 ,34 ,21 ,2849 ,9.68 ,4 ,1144 ,ขท.ปัตตานี,ปัตตานี
4060,200,กะรุบี - ตะโล๊ะหะลอ,25+400,1300 ,1180 ,37 ,11 ,6 ,682 ,38 ,31 ,9 ,5 ,3299 ,3.22 ,0 ,2272 ,ขท.ยะลา,ยะลา
4060,300,ตะโล๊ะหะลอ - ศรีสาคร,34+050,930 ,576 ,17 ,7 ,9 ,439 ,17 ,12 ,3 ,2 ,2012 ,2.75 ,31 ,1051 ,ขท.นราธิวาส,นราธิวาส
4061,101,ยะรัง - สะกำ,3+200,1621 ,1582 ,7 ,7 ,4 ,8 ,9 ,6 ,2 ,0 ,3246 ,1.09 ,7 ,1582 ,ขท.ปัตตานี,ปัตตานี
4063,100,ปารามีแต - โกตาบารู,6+400,5078 ,4709 ,38 ,32 ,4 ,2573 ,1362 ,622 ,219 ,70 ,14707 ,17.24 ,24 ,4993 ,ขท.ยะลา,ยะลา
4065,100,บ้านเนียง - ยะหา,3+200,5278 ,756 ,32 ,18 ,17 ,4297 ,230 ,126 ,38 ,20 ,10812 ,4.60 ,3 ,4369 ,ขท.ยะลา,ยะลา
4066,100,โกตาบารู - บือเล็งใต้,5+472,3807 ,2229 ,16 ,3 ,4 ,1167 ,109 ,43 ,11 ,0 ,7389 ,3.68 ,8 ,2553 ,ขท.ยะลา,ยะลา
4066,100,โกตาบารู - บือเล็งใต้,11+486,1681 ,1294 ,0 ,0 ,0 ,770 ,391 ,244 ,118 ,75 ,4573 ,20.33 ,4 ,1882 ,ขท.ยะลา,ยะลา
4067,100,โกตาบารู - แบหอ,0+400,1927 ,1480 ,0 ,32 ,0 ,634 ,188 ,100 ,57 ,4 ,4422 ,8.46 ,1 ,2836 ,ขท.ยะลา,ยะลา
4068,100,ลำใหม่ - ลำพะยา,4+500,143 ,42 ,0 ,0 ,0 ,358 ,37 ,26 ,4 ,1 ,611 ,13.89 ,0 ,649 ,ขท.ยะลา,ยะลา
4070,100,ยะหา - บาละ,2+054,2838 ,1291 ,19 ,3 ,1 ,3314 ,144 ,53 ,18 ,14 ,7695 ,3.22 ,0 ,4558 ,ขท.ยะลา,ยะลา
4071,100,โกตาบารู - วังพญา,5+000,1008 ,869 ,4 ,2 ,0 ,628 ,178 ,80 ,38 ,20 ,2827 ,11.74 ,35 ,1285 ,ขท.ยะลา,ยะลา
4071,200,วังพญา - พิเทน,21+000,1503 ,1459 ,6 ,6 ,6 ,6 ,6 ,6 ,0 ,0 ,2998 ,0.66 ,5 ,1266 ,ขท.ปัตตานี,ปัตตานี
4074,100,กะลาพอ - ปากู,2+000,1006 ,409 ,69 ,8 ,0 ,415 ,77 ,58 ,10 ,0 ,2052 ,7.66 ,0 ,1010 ,ขท.ปัตตานี,ปัตตานี
4075,100,ตอหลัง - บ้านนอก,5+800,599 ,186 ,17 ,13 ,4 ,57 ,34 ,22 ,1 ,0 ,933 ,8.24 ,13 ,635 ,ขท.ปัตตานี,ปัตตานี
4077,101,ยะหา - บาจุ,4+500,2112 ,690 ,0 ,0 ,0 ,1652 ,38 ,13 ,4 ,1 ,4510 ,1.47 ,0 ,2882 ,ขท.ยะลา,ยะลา
4081,100,ท่านางพรหม - จงเก,2+582,1298 ,669 ,53 ,12 ,10 ,1477 ,85 ,49 ,20 ,2 ,3675 ,4.74 ,18 ,1088 ,ขท.พัทลุง,พัทลุง
4082,100,ยะลา - โต๊ะปะเก๊ะ,1+335,2280 ,1079 ,63 ,14 ,6 ,3275 ,156 ,113 ,40 ,36 ,7062 ,5.92 ,28 ,4851 ,ขท.ยะลา,ยะลา
4083,100,ทางเข้าระโนด,1+000,2447 ,899 ,46 ,127 ,20 ,5724 ,167 ,70 ,44 ,30 ,9574 ,4.23 ,40 ,5409 ,ขท.สงขลาที่ 1,สงขลา
4084,102,นราธิวาส - สะปอม,9+955,2518 ,2367 ,32 ,17 ,8 ,2050 ,27 ,20 ,13 ,11 ,7063 ,1.66 ,87 ,3423 ,ขท.นราธิวาส,นราธิวาส
4085,100,ปากน้ำเทพา - ธารคีรี,8+105,1777 ,833 ,6 ,6 ,4 ,3399 ,169 ,93 ,114 ,77 ,6478 ,6.98 ,22 ,3553 ,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4085,100,ปากน้ำเทพา - ธารคีรี,19+950,973 ,387 ,4 ,1 ,0 ,1851 ,168 ,132 ,63 ,28 ,3607 ,11.14 ,9 ,1478 ,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4085,100,ปากน้ำเทพา - ธารคีรี,45+100,642 ,316 ,0 ,0 ,0 ,1188 ,104 ,88 ,72 ,71 ,2481 ,12.58 ,0 ,946 ,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4089,100,เตาปูน - ท่าสาป,0+209,1614 ,1110 ,45 ,27 ,5 ,1870 ,75 ,48 ,35 ,21 ,4850 ,3.97 ,3 ,2498 ,ขท.ยะลา,ยะลา
4090,100,นบปริง - นิคม,1+520,1221 ,930 ,246 ,99 ,55 ,1835 ,179 ,102 ,113 ,35 ,4815 ,12.32 ,24 ,972 ,ขท.พังงา,พังงา
4090,200,นิคม - หินดาน,30+600,1003 ,403 ,18 ,13 ,10 ,2006 ,86 ,62 ,65 ,29 ,3695 ,7.21 ,1 ,1155 ,ขท.ภูเก็ต,พังงา
4091,101,บางสีกิ้ม - เขาค่าย,2+500,338 ,221 ,0 ,0 ,0 ,415 ,42 ,23 ,1 ,0 ,1040 ,6.13 ,3 ,404 ,ขท.ระนอง,ระนอง
4091,101,บางสีกิ้ม - เขาค่าย,19+088,154 ,108 ,10 ,0 ,0 ,426 ,27 ,1 ,1 ,0 ,727 ,4.20 ,25 ,240 ,ขท.ระนอง,ระนอง
4091,101,บางสีกิ้ม - เขาค่าย,43+173,939 ,151 ,7 ,2 ,6 ,1880 ,83 ,16 ,3 ,4 ,3091 ,3.22 ,4 ,1211 ,ขท.ระนอง,ระนอง
4091,102,เขาค่าย - เขาปีบ,59+373,1375 ,865 ,5 ,10 ,2 ,2937 ,109 ,27 ,24 ,2 ,5356 ,4.03 ,4 ,980 ,ขท.ระนอง,ชุมพร
4092,100,รามัน - จะรังตาดง,14+300,331 ,225 ,6 ,0 ,0 ,388 ,89 ,65 ,27 ,2 ,1133 ,14.57 ,26 ,712 ,ขท.ยะลา,ยะลา
4092,200,จะรังตาดง - มายอ,30+000,1312 ,1274 ,5 ,7 ,7 ,7 ,5 ,4 ,4 ,0 ,2625 ,1.01 ,3 ,1310 ,ขท.ปัตตานี,ปัตตานี
4094,101,บ่อล้อ - เชียรใหญ่,2+000,2514 ,2264 ,101 ,63 ,52 ,1274 ,171 ,154 ,80 ,55 ,6728 ,9.37 ,14 ,2049 ,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4094,102,เชียรใหญ่ - ปากพนัง,29+550,2084 ,1767 ,79 ,39 ,26 ,418 ,124 ,86 ,61 ,43 ,4727 ,7.86 ,50 ,2069 ,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4095,100,สะบ้าย้อย - เขาแดง,1+050,1016 ,269 ,3 ,1 ,0 ,1811 ,78 ,63 ,37 ,9 ,3287 ,6.32 ,1 ,1851 ,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4098,100,เขามัทรี - หาดทรายรี,2+600,1180 ,272 ,11 ,10 ,26 ,1238 ,36 ,67 ,17 ,16 ,2873 ,6.47 ,13 ,1144 ,ขท.ชุมพร,ชุมพร
4099,100,เขาม่วง - วัดแหลมทราย,5+500,825 ,315 ,0 ,2 ,0 ,779 ,40 ,28 ,9 ,6 ,2004 ,3.19 ,6 ,307 ,ขท.ชุมพร,ชุมพร
4100,100,ทำเนียบ - คีรีรัฐนิคม,0+500,1537 ,1111 ,2 ,0 ,0 ,819 ,133 ,82 ,55 ,15 ,3754 ,7.58 ,3 ,957 ,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4103,101,ปากพูน - เบญจม,9+000,6549 ,6235 ,200 ,122 ,93 ,4365 ,767 ,433 ,179 ,158 ,19101 ,9.50 ,51 ,3797 ,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4103,102,เบญจม - จังหูน,23+500,8103 ,3493 ,103 ,22 ,24 ,6819 ,900 ,466 ,230 ,145 ,20305 ,8.96 ,30 ,3521 ,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4103,102,เบญจม - จังหูน,30+799,2442 ,722 ,15 ,2 ,1 ,2555 ,475 ,151 ,118 ,71 ,6552 ,12.92 ,7 ,1433 ,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4107,100,มะรือโบ - ตันหยงมัส,5+500,2044 ,1800 ,0 ,0 ,0 ,1427 ,331 ,335 ,0 ,0 ,5937 ,10.89 ,19 ,1789 ,ขท.นราธิวาส,นราธิวาส
4110,101,ทุ่งสง - ทุ่งใหญ่,42+870,803 ,258 ,24 ,1 ,0 ,981 ,63 ,58 ,36 ,23 ,2247 ,8.18 ,0 ,717 ,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4110,102,ทุ่งใหญ่ - บางรูป,53+733,1010 ,596 ,22 ,2 ,3 ,886 ,341 ,287 ,255 ,139 ,3541 ,34.36 ,13 ,837 ,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4110,200,บางรูป - พระแสง,84+733,2943 ,3411 ,389 ,424 ,0 ,833 ,600 ,429 ,260 ,222 ,9511 ,21.61 ,0 ,2501 ,ขท.สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
4112,100,สี่แยกละแม - สวนแตง,0+222,1926 ,954 ,5 ,0 ,0 ,1488 ,363 ,172 ,98 ,56 ,5062 ,17.05 ,27 ,1963 ,ขท.ชุมพร,ชุมพร
4112,201,สวนแตง - ไชยา,22+972,1330 ,1358 ,2 ,4 ,0 ,1032 ,226 ,72 ,20 ,4 ,4048 ,7.88 ,6 ,1253 ,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4112,201,สวนแตง - ไชยา,42+718,1398 ,897 ,68 ,0 ,0 ,1534 ,257 ,191 ,81 ,50 ,4476 ,14.91 ,4 ,1313 ,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4112,202,ไชยา - พุนพิน,89+572,1555 ,1565 ,80 ,58 ,42 ,1238 ,312 ,294 ,81 ,41 ,5266 ,15.21 ,12 ,996 ,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4113,100,ประกอบ - บ้านวัด,0+400,512 ,322 ,2 ,0 ,0 ,379 ,18 ,10 ,0 ,0 ,1243 ,2.74 ,3 ,856 ,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4114,100,สมอทอง - ชายทะเล,3+000,3782 ,1001 ,47 ,0 ,4 ,849 ,441 ,204 ,121 ,55 ,6504 ,12.28 ,3 ,2127 ,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4115,102,กรือซอ - แว้ง,12+580,2547 ,2144 ,0 ,0 ,0 ,2242 ,0 ,0 ,0 ,0 ,6933 ,0.00 ,37 ,3647 ,ขท.นราธิวาส,นราธิวาส
4116,100,โคกบก - บ่อน้ำร้อน,2+950,4113 ,1746 ,41 ,9 ,7 ,2144 ,525 ,198 ,107 ,31 ,8921 ,9.55 ,0 ,2060 ,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4118,100,บางเหรียง - พนม,3+000,1637 ,227 ,8 ,3 ,2 ,271 ,44 ,31 ,26 ,6 ,2255 ,5.00 ,5 ,800 ,ขท.พังงา,พังงา
4118,100,บางเหรียง - พนม,40+000,1361 ,179 ,116 ,0 ,3 ,1065 ,53 ,32 ,17 ,4 ,2830 ,3.32 ,7 ,818 ,ขท.พังงา,สุราษฎร์ธานี
4119,100,ปากคลอง - ปากน้ำชุมพร,0+565,5328 ,724 ,40 ,25 ,28 ,5644 ,693 ,90 ,11 ,8 ,12591 ,6.65 ,46 ,3002 ,ขท.ชุมพร,ชุมพร
4121,100,แม่ขรี - โหล๊ะจังกระ,1+550,1993 ,1132 ,11 ,0 ,0 ,2665 ,200 ,68 ,10 ,0 ,6079 ,4.64 ,1 ,2770 ,ขท.พัทลุง,พัทลุง
4122,101,ป่าบอนเหนือ - โหล๊ะจังกระ,1+500,858 ,263 ,13 ,3 ,3 ,1695 ,178 ,58 ,18 ,33 ,3122 ,10.24 ,5 ,1882 ,ขท.พัทลุง,พัทลุง
4122,102,โหล๊ะจังกระ - บ้านนา,63+450,998 ,337 ,32 ,16 ,15 ,290 ,67 ,13 ,4 ,13 ,1785 ,5.06 ,91 ,1271 ,ขท.พัทลุง,พัทลุง
4123,100,บ้านโพธิ์ - ห้วยยอด,0+950,2503 ,181 ,2 ,3 ,4 ,2594 ,56 ,32 ,4 ,3 ,5382 ,1.86 ,13 ,2971 ,ขท.ตรัง,ตรัง
4124,100,นาโยงเหนือ - ย่านตาขาว,8+650,1445 ,391 ,5 ,2 ,2 ,2762 ,88 ,35 ,15 ,8 ,4753 ,3.05 ,9 ,3458 ,ขท.ตรัง,ตรัง
4125,100,ท่าพญา - ทุ่งยาว,5+000,2102 ,64 ,2 ,7 ,3 ,271 ,108 ,212 ,122 ,3 ,2894 ,16.11 ,46 ,1687 ,ขท.สตูล,ตรัง
4133,101,ท่าโรงช้าง - ควนสามัคคี,16+700,1626 ,80 ,15 ,2 ,2 ,2719 ,116 ,89 ,55 ,16 ,4720 ,6.24 ,7 ,2043 ,ขท.สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
4133,102,ควนสามัคคี - พระแสง,45+000,3739 ,2045 ,473 ,348 ,0 ,950 ,609 ,278 ,252 ,234 ,8928 ,18.88 ,0 ,2971 ,ขท.สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
4134,100,หลังสวน - ละแม,7+500,295 ,75 ,3 ,0 ,0 ,1062 ,83 ,26 ,33 ,11 ,1588 ,11.33 ,31 ,729 ,ขท.ชุมพร,ชุมพร
4135,100,ทางเข้าสนามบินหาดใหญ่,1+900,11156 ,10741 ,95 ,81 ,55 ,11895 ,219 ,175 ,128 ,55 ,34600 ,1.62 ,42 ,6281 ,ขท.สงขลาที่ 1,สงขลา
4135,100,ทางเข้าสนามบินหาดใหญ่,5+300,12380 ,8025 ,172 ,246 ,83 ,14386 ,559 ,404 ,235 ,156 ,36646 ,4.92 ,5 ,5580 ,ขท.สงขลาที่ 1,สงขลา
4136,101,นราธิวาส - ปาเซปูเต๊ะ,2+000,2106 ,1899 ,17 ,5 ,0 ,1458 ,17 ,16 ,2 ,0 ,5520 ,0.62 ,64 ,2271 ,ขท.นราธิวาส,นราธิวาส
4137,100,ทุ่งตำเสา - สวนเทศ,1+000,2236 ,2082 ,73 ,86 ,74 ,1967 ,158 ,97 ,45 ,25 ,6843 ,7.02 ,95 ,1978 ,ขท.สตูล,สตูล
4138,100,โคกสัก - หาดไข่เต่า,3+700,1009 ,471 ,24 ,3 ,2 ,1500 ,175 ,56 ,8 ,0 ,3248 ,7.53 ,6 ,951 ,ขท.พัทลุง,พัทลุง
4140,100,ท่าศาลา - นบพิตำ,1+100,2356 ,2104 ,27 ,7 ,4 ,2477 ,606 ,514 ,174 ,101 ,8370 ,17.08 ,19 ,2102 ,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4141,100,หน้าทับ - ทอนหงส์,6+700,2011 ,1737 ,17 ,7 ,0 ,1509 ,454 ,333 ,29 ,21 ,6118 ,14.17 ,33 ,2126 ,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4142,100,บ้านใน - บ้านโฉ,19+500,3596 ,3279 ,54 ,54 ,78 ,3451 ,381 ,232 ,140 ,95 ,11360 ,8.92 ,4 ,2868 ,ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
4142,100,บ้านใน - บ้านโฉ,30+300,1968 ,1802 ,67 ,59 ,54 ,2395 ,134 ,114 ,82 ,72 ,6747 ,7.40 ,8 ,1642 ,ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
4143,100,ซอยสิบ - บ้านกรูด,1+000,1039 ,342 ,26 ,0 ,1 ,1510 ,162 ,153 ,158 ,36 ,3427 ,15.05 ,17 ,1069 ,ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
4144,100,ภูงา - อ่าวพังงา,0+050,1168 ,388 ,175 ,102 ,89 ,640 ,110 ,20 ,12 ,17 ,2721 ,16.34 ,6 ,1111 ,ขท.พังงา,พังงา
4145,100,คลองแงะ - บาโรย,1+800,975 ,867 ,73 ,14 ,4 ,2157 ,223 ,175 ,160 ,222 ,4870 ,17.67 ,16 ,1571 ,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4147,100,ลำแก่น - ทับละมุ,1+250,1633 ,1573 ,190 ,17 ,6 ,650 ,113 ,68 ,7 ,9 ,4266 ,5.35 ,2 ,2355 ,ขท.ภูเก็ต,พังงา
4150,100,หัวไทร - ปากเหมือง,2+000,1397 ,1172 ,39 ,15 ,12 ,823 ,379 ,124 ,81 ,36 ,4078 ,15.90 ,14 ,1426 ,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4151,201,กุมแป - ควนหนองหงส์,14+800,1650 ,1312 ,13 ,3 ,3 ,1942 ,567 ,668 ,552 ,508 ,7218 ,32.52 ,21 ,1279 ,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4151,202,ควนหนองหงส์ - น้ำตก,28+300,1484 ,1168 ,8 ,5 ,0 ,1898 ,366 ,344 ,128 ,70 ,5471 ,16.21 ,22 ,1258 ,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4151,203,กะปาง - บางขัน,72+543,1452 ,505 ,1 ,4 ,4 ,1558 ,486 ,251 ,190 ,54 ,4505 ,23.41 ,2 ,1009 ,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4151,300,น้ำตก - กะปาง,60+693,3089 ,841 ,115 ,169 ,133 ,3777 ,947 ,359 ,103 ,0 ,9533 ,18.38 ,165 ,2847 ,ขท.ตรัง,ตรัง
4151,400,บางขัน - ลำทับ,85+400,1746 ,1244 ,44 ,29 ,21 ,1589 ,227 ,134 ,219 ,109 ,5362 ,14.42 ,1 ,1266 ,ขท.กระบี่,กระบี่
4152,100,บางชุมโถ - วัดประดู่,0+100,1515 ,910 ,42 ,35 ,0 ,1462 ,169 ,153 ,40 ,0 ,4326 ,10.40 ,37 ,1365 ,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4153,100,หนองขรี - เทศบาลเมืองท่าข้าม,4+000,5531 ,5346 ,195 ,287 ,326 ,11658 ,1173 ,1086 ,486 ,402 ,26490 ,14.23 ,9 ,2679 ,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4154,100,ทางเข้าคันธุลี,3+500,903 ,708 ,39 ,0 ,0 ,891 ,256 ,140 ,103 ,35 ,3075 ,17.08 ,0 ,946 ,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4155,100,บาเจาะ - บ้านทอน,0+800,1575 ,1360 ,9 ,3 ,0 ,1288 ,16 ,18 ,5 ,0 ,4274 ,1.10 ,46 ,1536 ,ขท.นราธิวาส,นราธิวาส
4156,100,เขาพนม - ทุ่งใหญ่,5+000,1038 ,497 ,134 ,30 ,10 ,1013 ,167 ,202 ,325 ,183 ,3599 ,18.67 ,16 ,1382 ,ขท.กระบี่,กระบี่
4156,100,เขาพนม - ทุ่งใหญ่,36+200,1530 ,1987 ,48 ,38 ,5 ,725 ,114 ,90 ,231 ,100 ,4868 ,10.10 ,1 ,953 ,ขท.กระบี่,นครศรีธรรมราช
4157,101,ละหาร - บางเก่า,1+200,705 ,131 ,69 ,7 ,1 ,669 ,20 ,8 ,0 ,0 ,1610 ,1.96 ,10 ,1123 ,ขท.ปัตตานี,ปัตตานี
4157,101,ละหาร - บางเก่า,7+535,627 ,571 ,12 ,5 ,0 ,105 ,77 ,2 ,0 ,0 ,1399 ,5.68 ,10 ,510 ,ขท.ปัตตานี,ปัตตานี
4158,100,คลองเต็ง - เขาวิเศษ,4+100,4747 ,2914 ,0 ,4 ,16 ,7842 ,912 ,899 ,958 ,702 ,18994 ,17.78 ,20 ,5082 ,ขท.ตรัง,ตรัง
4159,100,นาวง - ต้นชด,2+800,3325 ,2442 ,0 ,3 ,1 ,5629 ,919 ,861 ,739 ,784 ,14703 ,22.08 ,202 ,3321 ,ขท.ตรัง,ตรัง
4159,100,นาวง - ต้นชด,5+600,2354 ,162 ,35 ,44 ,8 ,290 ,130 ,70 ,75 ,54 ,3222 ,13.05 ,5 ,1061 ,ขท.ตรัง,ตรัง
4161,100,สิชล - จอมทอง,4+500,930 ,765 ,4 ,0 ,4 ,605 ,38 ,33 ,17 ,0 ,2396 ,4.37 ,8 ,1117 ,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4162,100,ต้นมะม่วง - ปากเมง,2+800,3556 ,2195 ,0 ,0 ,0 ,4784 ,852 ,715 ,624 ,498 ,13224 ,20.99 ,256 ,4252 ,ขท.ตรัง,ตรัง
