ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
1,102,แยกคปอ. - สนามกีฬาธูปะเตมีย์,25+556,21229 ,11463 ,474 ,593 ,1214 ,11690 ,475 ,158 ,51 ,66 ,47413 ,4.73 ,6 ,10457 ,ขท.กรุงเทพ,กรุงเทพมหานคร
1,201,สนามกีฬาธูปะเตมีย์ - ต่างระดับคลองหลวง,35+550,108311 ,26881 ,1969 ,3447 ,9254 ,43059 ,6751 ,3108 ,1059 ,961 ,204800 ,12.53 ,248 ,13503 ,ขท.ปทุมธานี,ปทุมธานี
1,202,ต่างระดับคลองหลวง - ประตูน้ำพระอินทร์,48+100,87750 ,39823 ,4304 ,6787 ,11306 ,53433 ,18746 ,4543 ,3100 ,2165 ,231957 ,19.89 ,209 ,15406 ,ขท.ปทุมธานี,พระนครศรีอยุธยา
1,302,ต่างระดับบางปะอิน - หนองแค,60+800,31945 ,28444 ,8768 ,3359 ,4123 ,8243 ,8395 ,8917 ,8313 ,7755 ,118262 ,36.00 ,6 ,1747 ,ขท.อยุธยา,พระนครศรีอยุธยา
1,302,ต่างระดับบางปะอิน - หนองแค,67+300,34779 ,21367 ,10357 ,2577 ,3692 ,17362 ,16492 ,10807 ,12320 ,9982 ,139735 ,40.72 ,4 ,1686 ,ขท.อยุธยา,พระนครศรีอยุธยา
1,401,หนองแค - หินกอง,92+000,28371 ,24577 ,555 ,788 ,1121 ,34114 ,6023 ,8637 ,8789 ,8468 ,121443 ,29.14 ,60 ,3628 ,ขท.สระบุรี,สระบุรี
1,403,ปากข้าวสาร - แยกสวนพฤกษศาสตร์พุแค,121+000,8434 ,6433 ,2556 ,2247 ,2087 ,6290 ,4017 ,3641 ,6520 ,6366 ,48591 ,51.12 ,106 ,3328 ,ขท.สระบุรี,สระบุรี
1,404,แยกสวนพฤกษศาสตร์พุแค - แยกโรงเรียนสุธีวิทยา,136+208,8463 ,5636 ,1571 ,2413 ,1901 ,6958 ,4218 ,3736 ,3508 ,3574 ,41978 ,49.23 ,59 ,6078 ,ขท.สระบุรี,สระบุรี
1,501,แยกโรงเรียนสุธีวิทยา - ดงจำปา,142+200,6085 ,7581 ,1396 ,715 ,697 ,2238 ,1934 ,1805 ,2228 ,903 ,25582 ,32.79 ,32 ,2106 ,ขท.ลพบุรีที่ 1,สระบุรี
1,503,แยกร.พ.อานันทมหิดล - เขาวงพระจันทร์,167+355,6629 ,2476 ,6 ,16 ,18 ,6651 ,225 ,92 ,135 ,67 ,16315 ,4.12 ,14 ,2754 ,ขท.ลพบุรีที่ 1,ลพบุรี
1,504,เขาวงพระจันทร์ - โรงเรียนยงค์สุรีย์,192+000,3633 ,2066 ,103 ,78 ,118 ,2434 ,514 ,252 ,345 ,224 ,9767 ,17.39 ,56 ,2505 ,ขท.ลพบุรีที่ 1,ลพบุรี
1,601,ลำพยนต์ - เกษตรชัย,222+176,689 ,334 ,7 ,1 ,14 ,2056 ,134 ,145 ,502 ,244 ,4126 ,25.36 ,5 ,592 ,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1,602,เกษตรชัย - ตาคลี,235+000,1598 ,168 ,14 ,2 ,8 ,2440 ,163 ,123 ,307 ,155 ,4978 ,14.47 ,5 ,1185 ,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1,603,ตาคลี - ดอนรังนก,254+000,2278 ,672 ,13 ,8 ,7 ,3597 ,76 ,97 ,195 ,88 ,7031 ,6.31 ,1 ,3040 ,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1,700,ดอนรังนก - หางน้ำหนองแขม,267+758,2725 ,1960 ,4 ,10 ,19 ,3183 ,244 ,179 ,275 ,31 ,8630 ,7.71 ,8 ,967 ,ขท.ชัยนาท,ชัยนาท
1,700,ดอนรังนก - หางน้ำหนองแขม,289+504,8274 ,1349 ,9 ,5 ,27 ,2821 ,741 ,329 ,713 ,244 ,14512 ,14.37 ,10 ,1386 ,ขท.ชัยนาท,ชัยนาท
1,700,ดอนรังนก - หางน้ำหนองแขม,291+711,4255 ,3327 ,71 ,11 ,25 ,4232 ,458 ,292 ,636 ,243 ,13550 ,13.11 ,9 ,1018 ,ขท.ชัยนาท,ชัยนาท
1,801,หางน้ำหนองแขม - บ้านหว้า,306+776,10641 ,12047 ,0 ,68 ,457 ,17868 ,1988 ,2415 ,2404 ,2386 ,50274 ,19.32 ,26 ,935 ,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1,801,หางน้ำหนองแขม - บ้านหว้า,316+676,5853 ,5728 ,0 ,0 ,326 ,9307 ,1714 ,1730 ,1706 ,1720 ,28084 ,25.78 ,34 ,974 ,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1,802,บ้านหว้า - วังไผ่,331+276,8937 ,7504 ,208 ,223 ,324 ,11175 ,1209 ,1228 ,1223 ,1270 ,33301 ,16.55 ,14 ,6235 ,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1,802,บ้านหว้า - วังไผ่,341+076,8959 ,9019 ,36 ,311 ,719 ,12934 ,1323 ,1583 ,1549 ,1636 ,38069 ,18.80 ,8 ,8287 ,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1,803,วังไผ่ - โนนปอแดง,356+936,2519 ,2424 ,33 ,31 ,102 ,3146 ,761 ,1511 ,1428 ,1461 ,13416 ,39.95 ,7 ,1077 ,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1,803,วังไผ่ - โนนปอแดง,377+276,2783 ,2538 ,24 ,18 ,54 ,2208 ,1708 ,1699 ,1684 ,1901 ,14617 ,49.71 ,24 ,357 ,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1,901,โนนปอแดง - ปากดง,390+276,8322 ,5232 ,100 ,51 ,104 ,4978 ,1294 ,807 ,1039 ,1319 ,23246 ,18.38 ,20 ,1522 ,ขท.กำแพงเพชร,กำแพงเพชร
1,901,โนนปอแดง - ปากดง,417+776,5239 ,5365 ,92 ,43 ,159 ,8468 ,1169 ,960 ,1123 ,1356 ,23974 ,21.60 ,42 ,1589 ,ขท.กำแพงเพชร,กำแพงเพชร
1,901,โนนปอแดง - ปากดง,423+900,6957 ,5267 ,105 ,29 ,130 ,6513 ,1408 ,870 ,1161 ,1217 ,23657 ,21.99 ,25 ,806 ,ขท.กำแพงเพชร,กำแพงเพชร
1,902,ปากดง - นครชุม,457+876,7183 ,2316 ,24 ,16 ,78 ,3657 ,1200 ,1605 ,3542 ,3969 ,23590 ,37.42 ,9 ,1340 ,ขท.กำแพงเพชร,กำแพงเพชร
1,903,นครชุม - วังเจ้า,486+779,2562 ,1780 ,36 ,22 ,48 ,5368 ,762 ,581 ,552 ,881 ,12592 ,24.80 ,10 ,898 ,ขท.กำแพงเพชร,กำแพงเพชร
1,1001,วังเจ้า - ตาก,511+796,4045 ,3001 ,41 ,18 ,98 ,6818 ,1118 ,740 ,834 ,1742 ,18455 ,27.53 ,12 ,749 ,ขท.ตากที่ 1,ตาก
1,1003,วังม่วง - แม่เชียงรายบน,543+117,3388 ,1216 ,16 ,14 ,64 ,788 ,800 ,811 ,750 ,1195 ,9042 ,36.13 ,32 ,195 ,ขท.ตากที่ 1,ตาก
1,1101,แม่เชียงรายบน - ดอนไชย,589+255,3794 ,3217 ,114 ,38 ,133 ,1020 ,1034 ,956 ,1208 ,1354 ,12868 ,34.26 ,58 ,316 ,ขท.ลำปางที่ 1,ลำปาง
1,1102,ดอนไชย - สบปราบ,617+097,7634 ,1881 ,24 ,20 ,55 ,1373 ,672 ,494 ,653 ,531 ,13337 ,19.09 ,4 ,1494 ,ขท.ลำปางที่ 1,ลำปาง
1,1103,สบปราบ - เกาะคา,650+917,1931 ,1046 ,54 ,5 ,65 ,1607 ,563 ,455 ,538 ,673 ,6937 ,30.36 ,1 ,241 ,ขท.ลำปางที่ 1,ลำปาง
1,1103,สบปราบ - เกาะคา,688+017,4090 ,1559 ,202 ,97 ,121 ,4746 ,951 ,640 ,717 ,1039 ,14162 ,22.09 ,64 ,1132 ,ขท.ลำปางที่ 1,ลำปาง
1,1104,เกาะคา - สามัคคี,697+942,20239 ,19351 ,1007 ,1005 ,1269 ,10167 ,1957 ,1792 ,1604 ,1538 ,59929 ,15.45 ,792 ,10587 ,ขท.ลำปางที่ 1,ลำปาง
1,1104,เกาะคา - สามัคคี,701+817,11729 ,11168 ,764 ,736 ,734 ,8142 ,1119 ,1010 ,897 ,947 ,37246 ,16.71 ,543 ,7485 ,ขท.ลำปางที่ 1,ลำปาง
1,1104,เกาะคา - สามัคคี,708+317,11444 ,10463 ,778 ,750 ,768 ,7994 ,1127 ,1006 ,882 ,906 ,36118 ,13.44 ,551 ,7453 ,ขท.ลำปางที่ 1,ลำปาง
1,1201,สามัคคี - บ้านหวด,720+367,3931 ,3877 ,856 ,640 ,679 ,2824 ,1009 ,926 ,749 ,668 ,16159 ,28.55 ,271 ,3714 ,ขท.ลำปางที่ 2,ลำปาง
1,1201,สามัคคี - บ้านหวด,769+397,2244 ,1693 ,668 ,422 ,535 ,2010 ,605 ,627 ,534 ,509 ,9847 ,33.10 ,202 ,1414 ,ขท.ลำปางที่ 2,ลำปาง
1,1202,บ้านหวด - แม่กา,784+017,3842 ,1185 ,475 ,451 ,598 ,3024 ,1178 ,1166 ,881 ,730 ,13530 ,37.51 ,144 ,2855 ,ขท.ลำปางที่ 2,ลำปาง
1,1202,บ้านหวด - แม่กา,787+129,3099 ,2745 ,822 ,527 ,684 ,2116 ,1267 ,1010 ,746 ,593 ,13609 ,35.37 ,223 ,2739 ,ขท.ลำปางที่ 2,ลำปาง
1,1202,บ้านหวด - แม่กา,790+517,2562 ,1605 ,587 ,456 ,529 ,3138 ,1065 ,1167 ,846 ,655 ,12610 ,35.97 ,204 ,2486 ,ขท.ลำปางที่ 2,ลำปาง
1,1301,แม่กา - แยกประตูชัย,822+117,10041 ,3306 ,181 ,161 ,95 ,8926 ,977 ,903 ,932 ,527 ,26049 ,16.77 ,105 ,5359 ,ขท.พะเยา,พะเยา
1,1301,แม่กา - แยกประตูชัย,836+967,11023 ,4362 ,262 ,348 ,215 ,11608 ,931 ,791 ,705 ,605 ,30850 ,9.68 ,59 ,5291 ,ขท.พะเยา,พะเยา
1,1302,แยกประตูชัย - พาน,867+967,2154 ,736 ,181 ,71 ,98 ,2702 ,373 ,423 ,373 ,377 ,7488 ,23.39 ,19 ,1076 ,ขท.พะเยา,พะเยา
1,1401,พาน - ร่องขุ่น,909+967,6601 ,1450 ,84 ,63 ,135 ,9030 ,497 ,232 ,151 ,176 ,18419 ,6.97 ,59 ,3043 ,ขท.เชียงรายที่ 1,เชียงราย
1,1402,ร่องขุ่น - แยกแม่กรณ์,924+617,7803 ,7663 ,118 ,41 ,84 ,285 ,413 ,268 ,790 ,901 ,18366 ,14.60 ,205 ,6191 ,ขท.เชียงรายที่ 1,เชียงราย
1,1403,แยกแม่กรณ์ - ห้วยพลู,930+617,9610 ,6967 ,129 ,110 ,86 ,9568 ,395 ,422 ,315 ,224 ,27826 ,5.88 ,60 ,6983 ,ขท.เชียงรายที่ 1,เชียงราย
1,1403,แยกแม่กรณ์ - ห้วยพลู,942+167,8410 ,5602 ,196 ,191 ,187 ,8640 ,141 ,201 ,218 ,232 ,24018 ,4.82 ,61 ,5905 ,ขท.เชียงรายที่ 1,เชียงราย
1,1403,แยกแม่กรณ์ - ห้วยพลู,948+000,7758 ,3808 ,221 ,155 ,137 ,7751 ,861 ,680 ,558 ,452 ,22381 ,12.66 ,216 ,5299 ,ขท.เชียงรายที่ 1,เชียงราย
1,1405,แม่คำ - กลางสะพานแม่น้ำสาย(เขตแดนไทย/พม่า),975+777,3347 ,2154 ,26 ,121 ,67 ,4214 ,93 ,78 ,52 ,39 ,10191 ,4.38 ,17 ,2969 ,ขท.เชียงรายที่ 1,เชียงราย
2,102,ตาลเดี่ยว - ซับบอน,11+000,25616 ,24276 ,2517 ,2454 ,2589 ,15004 ,11933 ,12358 ,12132 ,11842 ,120721 ,43.83 ,27 ,3455 ,ขท.สระบุรี,สระบุรี
2,102,ตาลเดี่ยว - ซับบอน,21+250,13596 ,15191 ,2340 ,2249 ,2432 ,18891 ,15369 ,18672 ,17921 ,15213 ,121874 ,59.60 ,35 ,5440 ,ขท.สระบุรี,สระบุรี
2,103,ซับบอน - มวกเหล็ก,35+200,19581 ,13866 ,617 ,985 ,293 ,8865 ,3223 ,3011 ,2435 ,2677 ,55553 ,20.75 ,21 ,2369 ,ขท.สระบุรี,สระบุรี
2,201,มวกเหล็ก - บ่อทอง,45+600,10363 ,7809 ,1725 ,2029 ,1416 ,10589 ,7400 ,7468 ,8001 ,8514 ,65314 ,51.74 ,0 ,1831 ,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,201,มวกเหล็ก - บ่อทอง,58+015,10900 ,9567 ,1715 ,1619 ,1194 ,15286 ,4209 ,3675 ,3682 ,2898 ,54745 ,32.81 ,0 ,2612 ,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,202,บ่อทอง - มอจะบก,87+438,12994 ,5438 ,260 ,146 ,496 ,4053 ,2979 ,3039 ,4123 ,4452 ,37980 ,42.28 ,6 ,813 ,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,203,มอจะบก - ไร่โคกสูง,103+438,8770 ,7626 ,77 ,97 ,357 ,1664 ,3633 ,3547 ,1693 ,1447 ,28911 ,37.04 ,3 ,1944 ,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,203,มอจะบก - ไร่โคกสูง,109+962,8318 ,8364 ,62 ,63 ,523 ,1840 ,1936 ,1923 ,1768 ,1217 ,26014 ,28.87 ,2 ,1226 ,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,204,ไร่โคกสูง - โคกกรวด,117+262,6113 ,4282 ,794 ,968 ,1510 ,2952 ,2595 ,2315 ,2309 ,1535 ,25373 ,46.29 ,48 ,1314 ,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,205,โคกกรวด - นครราชสีมา,146+072,36209 ,34002 ,3083 ,2978 ,2578 ,6787 ,2743 ,2749 ,707 ,664 ,92500 ,13.33 ,379 ,11817 ,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,301,นครราชสีมา - ดอนหวาย,148+657,46077 ,22301 ,1519 ,331 ,1221 ,33758 ,183 ,60 ,16 ,18 ,105484 ,1.66 ,20 ,23292 ,ขท.นครราชสีมาที่ 1,นครราชสีมา
2,302,ดอนหวาย - บ้านวัด,193+612,6098 ,4229 ,23 ,72 ,126 ,10628 ,2263 ,2225 ,2328 ,2913 ,30905 ,32.63 ,3 ,628 ,ขท.นครราชสีมาที่ 1,นครราชสีมา
2,302,ดอนหวาย - บ้านวัด,197+162,5121 ,4690 ,60 ,57 ,109 ,9012 ,1583 ,1702 ,1845 ,2139 ,26318 ,29.97 ,1 ,690 ,ขท.นครราชสีมาที่ 1,นครราชสีมา
2,302,ดอนหวาย - บ้านวัด,204+357,5021 ,3409 ,66 ,55 ,72 ,9612 ,1381 ,1099 ,1181 ,1972 ,23868 ,27.01 ,7 ,577 ,ขท.นครราชสีมาที่ 1,นครราชสีมา
2,403,บ้านไผ่ - ท่าพระ,310+578,11127 ,7910 ,155 ,103 ,238 ,4991 ,1411 ,1639 ,1582 ,1568 ,30724 ,31.58 ,14 ,1723 ,ขท.ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
2,501,ท่าพระ - ขอนแก่น,334+181,12673 ,11222 ,1511 ,61 ,1187 ,19343 ,701 ,564 ,388 ,354 ,48004 ,6.76 ,0 ,5594 ,ขท.ขอนแก่นที่ 1,ขอนแก่น
2,502,ขอนแก่น - หินลาด,344+331,26647 ,20717 ,564 ,242 ,575 ,9478 ,1130 ,681 ,366 ,257 ,60657 ,5.48 ,0 ,5258 ,ขท.ขอนแก่นที่ 1,ขอนแก่น
2,503,หินลาด - โนนสะอาด,365+007,7603 ,7334 ,470 ,414 ,3695 ,3930 ,3608 ,3746 ,3628 ,3573 ,38001 ,49.16 ,89 ,6425 ,ขท.ขอนแก่นที่ 1,ขอนแก่น
2,503,หินลาด - โนนสะอาด,374+669,10466 ,9569 ,491 ,376 ,3516 ,4151 ,3545 ,4216 ,4151 ,4313 ,44794 ,44.48 ,102 ,6266 ,ขท.ขอนแก่นที่ 1,ขอนแก่น
2,601,โนนสะอาด - อุดรธานี,400+945,2141 ,1001 ,244 ,127 ,88 ,4010 ,959 ,804 ,787 ,792 ,10953 ,31.81 ,95 ,648 ,ขท.อุดรธานีที่ 1,อุดรธานี
2,601,โนนสะอาด - อุดรธานี,443+084,13058 ,928 ,324 ,140 ,160 ,7223 ,824 ,445 ,504 ,848 ,24454 ,10.85 ,68 ,3680 ,ขท.อุดรธานีที่ 1,อุดรธานี
2,602,อุดรธานี - น้ำสวย,458+935,10115 ,9694 ,425 ,435 ,389 ,10090 ,798 ,709 ,658 ,482 ,33795 ,14.90 ,115 ,8911 ,ขท.อุดรธานีที่ 1,อุดรธานี
2,602,อุดรธานี - น้ำสวย,471+435,8586 ,8085 ,146 ,149 ,140 ,6490 ,899 ,692 ,590 ,473 ,26250 ,11.74 ,59 ,7456 ,ขท.อุดรธานีที่ 1,อุดรธานี
2,700,น้ำสวย - สะพานมิตรภาพที่หนองคาย(เขตแดนไทย/ลาว),487+006,7843 ,4448 ,1615 ,754 ,691 ,4463 ,1795 ,1408 ,1394 ,1459 ,25870 ,28.75 ,569 ,2739 ,ขท.หนองคาย,หนองคาย
2,700,น้ำสวย - สะพานมิตรภาพที่หนองคาย(เขตแดนไทย/ลาว),498+256,8933 ,5988 ,2225 ,1183 ,967 ,6066 ,3273 ,2890 ,2656 ,2066 ,36247 ,36.20 ,1226 ,4672 ,ขท.หนองคาย,หนองคาย
2,700,น้ำสวย - สะพานมิตรภาพที่หนองคาย(เขตแดนไทย/ลาว),505+850,6605 ,3657 ,1848 ,912 ,882 ,2768 ,1780 ,1661 ,1187 ,1613 ,22913 ,37.19 ,1096 ,4527 ,ขท.หนองคาย,หนองคาย
3,102,แบริ่ง - ท้ายบ้าน,20+000,7494 ,6293 ,1116 ,646 ,2222 ,3987 ,1049 ,683 ,437 ,155 ,24082 ,19.28 ,83 ,5246 ,ขท.สมุทรปราการ,สมุทรปราการ
3,104,บางตำหรุ - คลองด่าน,40+800,8330 ,3021 ,496 ,550 ,431 ,8839 ,3061 ,753 ,575 ,608 ,26664 ,21.52 ,212 ,3227 ,ขท.สมุทรปราการ,สมุทรปราการ
3,200,คลองด่าน - บางปะกง,74+000,6731 ,5206 ,4726 ,4707 ,4931 ,10004 ,5451 ,5383 ,5564 ,5054 ,57757 ,53.75 ,0 ,4699 ,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
3,200,คลองด่าน - บางปะกง,75+738,5240 ,5239 ,4134 ,4190 ,4797 ,6507 ,5688 ,4921 ,4920 ,4705 ,50341 ,58.86 ,0 ,3965 ,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
3,300,หนองไม้แดง - ชลบุรี,91+767,10613 ,7877 ,860 ,949 ,2255 ,16485 ,280 ,2 ,1 ,0 ,39322 ,8.82 ,25 ,11101 ,ขท.ชลบุรีที่ 1,ชลบุรี
3,401,ชลบุรี - ศรีราชา,97+270,16222 ,9989 ,1002 ,108 ,194 ,14969 ,160 ,85 ,24 ,3 ,42756 ,1.42 ,5 ,5555 ,ขท.ชลบุรีที่ 2,ชลบุรี
3,401,ชลบุรี - ศรีราชา,111+000,14639 ,11824 ,274 ,130 ,165 ,15200 ,399 ,383 ,187 ,46 ,43247 ,3.10 ,6 ,4210 ,ขท.ชลบุรีที่ 2,ชลบุรี
3,402,ศรีราชา - พัทยา,130+000,17991 ,16166 ,477 ,196 ,513 ,14988 ,2856 ,2662 ,2818 ,4910 ,63577 ,23.90 ,41 ,13284 ,ขท.ชลบุรีที่ 2,ชลบุรี
3,403,พัทยา - พลูตาหลวง,175+000,12267 ,10415 ,1419 ,286 ,222 ,3879 ,663 ,81 ,25 ,17 ,29274 ,4.59 ,12 ,5394 ,ขท.ชลบุรีที่ 2,ชลบุรี
3,501,พลูตาหลวง - มาบตาพุด,206+000,11630 ,6681 ,255 ,466 ,710 ,12841 ,1250 ,1309 ,1252 ,832 ,37226 ,16.52 ,21 ,7376 ,ขท.ระยอง,ระยอง
3,503,ระยอง - กะเฉด,246+000,5864 ,4595 ,562 ,28 ,31 ,10114 ,489 ,911 ,411 ,410 ,23415 ,10.33 ,15 ,2993 ,ขท.ระยอง,ระยอง
3,504,กะเฉด - นายายอาม,272+500,7833 ,1291 ,27 ,72 ,57 ,8710 ,838 ,650 ,502 ,556 ,20536 ,13.72 ,24 ,2005 ,ขท.ระยอง,ระยอง
3,601,นายายอาม - บ้านสิ้ว,306+375,5394 ,4139 ,46 ,53 ,52 ,19091 ,653 ,741 ,627 ,590 ,31386 ,8.63 ,4 ,1003 ,ขท.จันทบุรี,จันทบุรี
3,602,บ้านสิ้ว - โพธิ์ทอง,324+400,15452 ,10635 ,54 ,66 ,58 ,22793 ,3747 ,2390 ,1337 ,99 ,56631 ,13.28 ,36 ,5329 ,ขท.จันทบุรี,จันทบุรี
3,603,โพธิ์ทอง - บ้านพลิ้ว,340+000,10858 ,6114 ,51 ,74 ,84 ,12603 ,793 ,682 ,299 ,116 ,31674 ,6.89 ,12 ,6317 ,ขท.จันทบุรี,จันทบุรี
3,701,บ้านพลิ้ว - แม่น้ำเวฬุ,374+753,6228 ,1521 ,0 ,23 ,37 ,8558 ,1273 ,982 ,768 ,683 ,20073 ,18.31 ,8 ,2499 ,ขท.ตราด,จันทบุรี
3,704,แม่น้ำตราด - หาดเล็ก,404+042,4543 ,870 ,96 ,35 ,12 ,3721 ,216 ,136 ,131 ,123 ,9883 ,6.64 ,38 ,2074 ,ขท.ตราด,ตราด
3,704,แม่น้ำตราด - หาดเล็ก,440+333,928 ,246 ,19 ,42 ,3 ,1190 ,86 ,56 ,85 ,143 ,2798 ,15.87 ,14 ,368 ,ขท.ตราด,ตราด
3,704,แม่น้ำตราด - หาดเล็ก,474+575,3363 ,311 ,68 ,7 ,3 ,853 ,193 ,97 ,164 ,72 ,5131 ,9.11 ,55 ,2589 ,ขท.ตราด,ตราด
4,100,อ้อมใหญ่ - นครชัยศรี,26+500,32927 ,11276 ,1331 ,519 ,614 ,26383 ,1716 ,1738 ,984 ,232 ,77720 ,7.17 ,62 ,19060 ,ขท.สมุทรสาคร,นครปฐม
4,100,อ้อมใหญ่ - นครชัยศรี,31+500,26443 ,12999 ,528 ,363 ,634 ,20752 ,1242 ,789 ,857 ,385 ,64992 ,6.94 ,261 ,11020 ,ขท.สมุทรสาคร,นครปฐม
4,201,นครชัยศรี - พระประโทน,41+500,37437 ,16509 ,1684 ,1646 ,1406 ,19493 ,5728 ,5599 ,5451 ,1264 ,96217 ,21.68 ,16 ,3780 ,ขท.นครปฐม,นครปฐม
4,202,พระประโทน - สระกระเทียม,55+087,25560 ,17669 ,2670 ,2904 ,3133 ,24329 ,5485 ,7035 ,6401 ,4834 ,100020 ,29.69 ,0 ,8833 ,ขท.นครปฐม,นครปฐม
4,202,พระประโทน - สระกระเทียม,64+387,26691 ,7148 ,2243 ,2578 ,2528 ,25798 ,7404 ,5759 ,7658 ,5440 ,93247 ,32.98 ,0 ,5206 ,ขท.นครปฐม,นครปฐม
4,301,สระกระเทียม - คลองอีจาง,69+087,7859 ,4780 ,675 ,676 ,674 ,7624 ,5178 ,3403 ,2609 ,1703 ,35181 ,40.49 ,0 ,2393 ,ขท.ราชบุรี,ราชบุรี
4,301,สระกระเทียม - คลองอีจาง,79+087,11511 ,8660 ,2712 ,2762 ,2945 ,27102 ,6039 ,4697 ,3707 ,2768 ,72903 ,31.37 ,0 ,7652 ,ขท.ราชบุรี,ราชบุรี
4,302,คลองอีจาง - หลุมดิน,92+667,11304 ,10499 ,1899 ,1565 ,2028 ,17821 ,5296 ,5763 ,2217 ,1885 ,60277 ,30.46 ,10 ,10273 ,ขท.ราชบุรี,ราชบุรี
4,303,หลุมดิน - ห้วยชินสีห์,103+887,9660 ,6387 ,4 ,2 ,11 ,6900 ,673 ,526 ,286 ,9 ,24458 ,6.56 ,0 ,5466 ,ขท.ราชบุรี,ราชบุรี
4,401,ห้วยชินสีห์ - ปากท่อ,111+587,10217 ,9037 ,42 ,46 ,43 ,10490 ,1027 ,1123 ,982 ,613 ,33620 ,11.90 ,11 ,4341 ,ขท.สมุทรสงคราม,ราชบุรี
4,501,สระพัง - เขาวัง,135+587,20548 ,16163 ,2788 ,408 ,311 ,7693 ,2763 ,2490 ,1567 ,2990 ,57721 ,18.85 ,114 ,4995 ,ขท.เพชรบุรี,เพชรบุรี
4,502,เขาวัง - หนองบ้วย,158+339,17063 ,16941 ,2218 ,319 ,251 ,5016 ,2859 ,2125 ,1945 ,2196 ,50933 ,21.24 ,59 ,5250 ,ขท.เพชรบุรี,เพชรบุรี
4,503,หนองบ้วย - ห้วยทรายใต้,185+782,12787 ,12797 ,1796 ,1728 ,1569 ,9975 ,5302 ,1856 ,1836 ,1707 ,51353 ,26.07 ,36 ,6975 ,ขท.เพชรบุรี,เพชรบุรี
4,503,หนองบ้วย - ห้วยทรายใต้,202+767,9983 ,7716 ,931 ,182 ,127 ,2731 ,1376 ,1129 ,974 ,1109 ,26258 ,20.58 ,63 ,5097 ,ขท.เพชรบุรี,เพชรบุรี
4,602,วังยาว - หนองหมู,237+500,12058 ,6704 ,179 ,174 ,701 ,9482 ,2229 ,2324 ,2248 ,1835 ,37934 ,25.13 ,80 ,7359 ,ขท.ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
4,603,หนองหมู - ห้วยยาง,278+213,5320 ,4610 ,382 ,11 ,287 ,3486 ,3170 ,3238 ,3086 ,3129 ,26719 ,48.44 ,32 ,1782 ,ขท.ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
4,603,หนองหมู - ห้วยยาง,299+888,8320 ,4227 ,520 ,18 ,243 ,3907 ,2917 ,3089 ,3074 ,2888 ,29203 ,41.73 ,0 ,1054 ,ขท.ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
4,603,หนองหมู - ห้วยยาง,315+813,3929 ,3853 ,408 ,0 ,348 ,3965 ,3255 ,3272 ,3180 ,2759 ,24969 ,50.98 ,0 ,1889 ,ขท.ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
4,604,ห้วยยาง - บางสะพาน,350+013,5867 ,5418 ,62 ,29 ,100 ,5450 ,2306 ,2485 ,1901 ,3079 ,26697 ,37.61 ,28 ,3918 ,ขท.ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
4,605,บางสะพาน - น้ำรอด,387+313,8088 ,5972 ,36 ,30 ,45 ,4898 ,2580 ,2673 ,2463 ,4148 ,30933 ,39.37 ,16 ,1757 ,ขท.ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
