รหัสทางแยก,ชื่อทางแยกและทิศทาง,Edge_ขาเข้า,วินาทีเริ่มต้น,วินาทีสิ้นสุด,ช่วงเวลา,ประเภทรถ,ปริมาณรถ(คัน/ชม.),แหล่งที่มา
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก6ล้อ,0.013,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก10ล้อขึ้นไป,0.004,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,32400,54000,นอกเวลาเร่งด่วน,รถพ่วง_รถกึ่งพ่วง,0.006,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,54000,64800,เร่งด่วนเย็น,รถจักรยาน,0.013,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,54000,64800,เร่งด่วนเย็น,รถจักรยานยนต์,0.829,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,54000,64800,เร่งด่วนเย็น,รถตุ๊กตุ๊ก_สามล้อ,0.028,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,54000,64800,เร่งด่วนเย็น,รถยนต์นั่งส่วนบุคคล,1.244,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,54000,64800,เร่งด่วนเย็น,รถแท็กซี่,0.276,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,54000,64800,เร่งด่วนเย็น,รถตู้,0.083,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดเล็ก,0.055,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดใหญ่,0.083,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก4ล้อ,0.11,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก6ล้อ,0.028,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก10ล้อขึ้นไป,0.008,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พญาไท,edge_phayathai_in,54000,64800,เร่งด่วนเย็น,รถพ่วง_รถกึ่งพ่วง,0.008,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถจักรยาน,0.012,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถจักรยานยนต์,0.761,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถตุ๊กตุ๊ก_สามล้อ,0.025,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถยนต์นั่งส่วนบุคคล,1.142,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถแท็กซี่,0.254,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถตู้,0.076,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดเล็ก,0.05,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดใหญ่,0.076,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก4ล้อ,0.101,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก6ล้อ,0.025,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก10ล้อขึ้นไป,0.008,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,25200,32400,เร่งด่วนเช้า,รถพ่วง_รถกึ่งพ่วง,0.008,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยาน,0.005,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยานยนต์,0.296,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถตุ๊กตุ๊ก_สามล้อ,0.01,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถยนต์นั่งส่วนบุคคล,0.444,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถแท็กซี่,0.098,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถตู้,0.029,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดเล็ก,0.019,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดใหญ่,0.029,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก4ล้อ,0.039,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก6ล้อ,0.01,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก10ล้อขึ้นไป,0.003,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,32400,54000,นอกเวลาเร่งด่วน,รถพ่วง_รถกึ่งพ่วง,0.004,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถจักรยาน,0.009,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถจักรยานยนต์,0.592,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถตุ๊กตุ๊ก_สามล้อ,0.019,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถยนต์นั่งส่วนบุคคล,0.889,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถแท็กซี่,0.197,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถตู้,0.059,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดเล็ก,0.039,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดใหญ่,0.059,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก4ล้อ,0.078,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก6ล้อ,0.019,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก10ล้อขึ้นไป,0.006,ข้อมูลจาก_PDF
PTW-01,แยกปทุมวัน ขาเข้า ถ.พระราม1,edge_rama1_in,54000,64800,เร่งด่วนเย็น,รถพ่วง_รถกึ่งพ่วง,0.006,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถจักรยาน,0.003,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถจักรยานยนต์,0.176,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถตุ๊กตุ๊ก_สามล้อ,0.006,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถยนต์นั่งส่วนบุคคล,0.264,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถแท็กซี่,0.059,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถตู้,0.018,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดเล็ก,0.012,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดใหญ่,0.018,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก4ล้อ,0.023,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก6ล้อ,0.006,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก10ล้อขึ้นไป,0.002,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,25200,32400,เร่งด่วนเช้า,รถพ่วง_รถกึ่งพ่วง,0.002,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยาน,0.001,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยานยนต์,0.069,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถตุ๊กตุ๊ก_สามล้อ,0.002,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถยนต์นั่งส่วนบุคคล,0.102,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถแท็กซี่,0.023,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถตู้,0.006,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดเล็ก,0.005,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดใหญ่,0.006,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก4ล้อ,0.009,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก6ล้อ,0.002,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก10ล้อขึ้นไป,0.001,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,32400,54000,นอกเวลาเร่งด่วน,รถพ่วง_รถกึ่งพ่วง,0.001,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถจักรยาน,0.002,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถจักรยานยนต์,0.137,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถตุ๊กตุ๊ก_สามล้อ,0.005,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถยนต์นั่งส่วนบุคคล,0.206,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถแท็กซี่,0.046,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถตู้,0.013,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดเล็ก,0.009,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถโดยสารขนาดใหญ่,0.013,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก4ล้อ,0.018,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก6ล้อ,0.005,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถบรรทุก10ล้อขึ้นไป,0.002,ข้อมูลจาก_PDF
PTW-02,แยกราชประสงค์ ขาเข้า ถ.ราชดำริ,edge_ratchadamri_in,54000,64800,เร่งด่วนเย็น,รถพ่วง_รถกึ่งพ่วง,0.002,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถจักรยาน,0.014,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถจักรยานยนต์,0.826,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถตุ๊กตุ๊ก_สามล้อ,0.028,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถยนต์นั่งส่วนบุคคล,1.239,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถแท็กซี่,0.275,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถตู้,0.083,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดเล็ก,0.055,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถโดยสารขนาดใหญ่,0.083,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก4ล้อ,0.11,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก6ล้อ,0.028,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถบรรทุก10ล้อขึ้นไป,0.008,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,25200,32400,เร่งด่วนเช้า,รถพ่วง_รถกึ่งพ่วง,0.008,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยาน,0.002,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถจักรยานยนต์,0.143,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถตุ๊กตุ๊ก_สามล้อ,0.005,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถยนต์นั่งส่วนบุคคล,0.216,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถแท็กซี่,0.048,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถตู้,0.015,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดเล็ก,0.009,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถโดยสารขนาดใหญ่,0.015,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก4ล้อ,0.019,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก6ล้อ,0.005,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถบรรทุก10ล้อขึ้นไป,0.001,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,32400,54000,นอกเวลาเร่งด่วน,รถพ่วง_รถกึ่งพ่วง,0.001,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถจักรยาน,0.009,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถจักรยานยนต์,0.551,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถตุ๊กตุ๊ก_สามล้อ,0.018,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถยนต์นั่งส่วนบุคคล,0.826,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถแท็กซี่,0.183,ข้อมูลจาก_PDF
PTW-03,แยกเฉลิมเผ่า ขาเข้า ถ.พระราม1,edge_chalermphao_in,54000,64800,เร่งด่วนเย็น,รถตู้,0.055,ข้อมูลจาก_PDF
